NamedEntity-Miscellanies: CSU-Fraktion |frequenzy: 4016
NamedEntity-Miscellanies: kommunistischen |frequenzy: 32
NamedEntity-Miscellanies: Uns |frequenzy: 32
NamedEntity-Miscellanies: Kohleausstiegs |frequenzy: 32
NamedEntity-Miscellanies: gesetzgeberische |frequenzy: 31
NamedEntity-Miscellanies: Eurofighter |frequenzy: 31
NamedEntity-Miscellanies: Euro-Rettung |frequenzy: 31
NamedEntity-Miscellanies: Die Große Koalition |frequenzy: 31
NamedEntity-Miscellanies: links-grünen |frequenzy: 31
NamedEntity-Miscellanies: CSUKai |frequenzy: 31
NamedEntity-Miscellanies: Solo-Selbstständigen |frequenzy: 31
NamedEntity-Miscellanies: Weihnachtszeit |frequenzy: 31
NamedEntity-Miscellanies: Aktuelle Stunde |frequenzy: 31
NamedEntity-Miscellanies: österreichische |frequenzy: 31
NamedEntity-Miscellanies: CSUThorsten |frequenzy: 31
NamedEntity-Miscellanies: Manöver |frequenzy: 30
NamedEntity-Miscellanies: Toncar |frequenzy: 30
NamedEntity-Miscellanies: 1  |frequenzy: 30
NamedEntity-Miscellanies: Rentenpaket |frequenzy: 30
NamedEntity-Miscellanies: Dr BirkeBull-BischoffDIE LINKEDr |frequenzy: 30
NamedEntity-Miscellanies: Frieden in Europa |frequenzy: 30
NamedEntity-Miscellanies: PCR-Test |frequenzy: 30
NamedEntity-Miscellanies: Berufsbildungsgesetz |frequenzy: 30
NamedEntity-Miscellanies: Ihres Antrages |frequenzy: 30
NamedEntity-Miscellanies: Dr AnjaWeisgerberCDU |frequenzy: 30
NamedEntity-Miscellanies: Untersuchungsausschusses |frequenzy: 30
NamedEntity-Miscellanies: Geringverdiener |frequenzy: 30
NamedEntity-Miscellanies: CSUKatrin |frequenzy: 30
NamedEntity-Miscellanies: Ermächtigungsgesetz |frequenzy: 30
NamedEntity-Miscellanies: TankredSchipanskiCDU/CSUTankred Schipanski |frequenzy: 30
NamedEntity-Miscellanies: Einzelplan 14 |frequenzy: 30
NamedEntity-Miscellanies: Riester-Rente |frequenzy: 30
NamedEntity-Miscellanies: Dr AndreasLenzCDU |frequenzy: 30
NamedEntity-Miscellanies: Minister Altmaier |frequenzy: 30
NamedEntity-Miscellanies: Arbeit-von-morgen-Gesetz |frequenzy: 30
NamedEntity-Miscellanies: Meine Redezeit |frequenzy: 30
NamedEntity-Miscellanies: südeuropäischen |frequenzy: 30
NamedEntity-Miscellanies: SDGs |frequenzy: 30
NamedEntity-Miscellanies: Wir  |frequenzy: 30
NamedEntity-Miscellanies: Fachkräftemangel |frequenzy: 30
NamedEntity-Miscellanies: Des Weiteren |frequenzy: 30
NamedEntity-Miscellanies: Vorwürfen |frequenzy: 29
NamedEntity-Miscellanies: Hidden Champions |frequenzy: 29
NamedEntity-Miscellanies: Unser Land |frequenzy: 29
NamedEntity-Miscellanies: Erasmus+ |frequenzy: 29
NamedEntity-Miscellanies: GRÜNENDieter |frequenzy: 29
NamedEntity-Miscellanies: Next Generation EU |frequenzy: 29
NamedEntity-Miscellanies: sowjetischen |frequenzy: 29
NamedEntity-Miscellanies: KSK |frequenzy: 29
NamedEntity-Miscellanies: Türkei  |frequenzy: 29
NamedEntity-Miscellanies: Stuttgart  |frequenzy: 29
NamedEntity-Miscellanies: türkischer |frequenzy: 29
NamedEntity-Miscellanies: hessische |frequenzy: 29
NamedEntity-Miscellanies: arabische |frequenzy: 29
NamedEntity-Miscellanies: Glückwunsch |frequenzy: 29
NamedEntity-Miscellanies: Bundespolizeigesetz |frequenzy: 28
NamedEntity-Miscellanies: UweKekeritzBÜNDNIS 90/ |frequenzy: 28
NamedEntity-Miscellanies: BärbelBasSPDBärbel |frequenzy: 28
NamedEntity-Miscellanies: Annen |frequenzy: 28
NamedEntity-Miscellanies: Das Zweite |frequenzy: 28
NamedEntity-Miscellanies: sozialistischer |frequenzy: 28
NamedEntity-Miscellanies: Pflegebedürftigkeit |frequenzy: 28
NamedEntity-Miscellanies: Verkehrsminister |frequenzy: 28
NamedEntity-Miscellanies: TSVG |frequenzy: 28
NamedEntity-Miscellanies: Wiener |frequenzy: 28
NamedEntity-Miscellanies: Invictus Games |frequenzy: 28
NamedEntity-Miscellanies: Herr Minister |frequenzy: 28
NamedEntity-Miscellanies: hessischen |frequenzy: 28
NamedEntity-Miscellanies: Bundesärztekammer |frequenzy: 28
NamedEntity-Miscellanies: Jahr 2022 |frequenzy: 28
NamedEntity-Miscellanies: GRÜNENKatrin |frequenzy: 28
NamedEntity-Miscellanies: Russland  |frequenzy: 27
NamedEntity-Miscellanies: Verlust |frequenzy: 27
NamedEntity-Miscellanies: ungleichen |frequenzy: 27
NamedEntity-Miscellanies: GAVI |frequenzy: 27
NamedEntity-Miscellanies: JörgCezanneDIE LINKEJörg Cezanne |frequenzy: 27
NamedEntity-Miscellanies: besprechen |frequenzy: 27
NamedEntity-Miscellanies: serbischen |frequenzy: 27
NamedEntity-Miscellanies: Operation Sea Guardian |frequenzy: 27
NamedEntity-Miscellanies: Sachsen |frequenzy: 27
NamedEntity-Miscellanies: CSUSepp |frequenzy: 27
NamedEntity-Miscellanies: Agenda 2030 |frequenzy: 27
NamedEntity-Miscellanies: WhatsApp |frequenzy: 27
NamedEntity-Miscellanies: Parlamentarischen Versammlung |frequenzy: 27
NamedEntity-Miscellanies: UNAMID |frequenzy: 27
NamedEntity-Miscellanies: Jahr 2019 |frequenzy: 26
NamedEntity-Miscellanies: schwarz-gelben |frequenzy: 26
NamedEntity-Miscellanies: CSUAlexander |frequenzy: 26
NamedEntity-Miscellanies: G 7 |frequenzy: 26
NamedEntity-Miscellanies: Dr DietmarBartschDIE LINKEDr |frequenzy: 26
NamedEntity-Miscellanies: Gemeindeverkehrsfinanzierungsgesetz |frequenzy: 26
NamedEntity-Miscellanies: polnische |frequenzy: 26
NamedEntity-Miscellanies: Chinesen |frequenzy: 26
NamedEntity-Miscellanies: Euro-Zone |frequenzy: 26
NamedEntity-Miscellanies: Dr  Jens Brandenburg |frequenzy: 26
NamedEntity-Miscellanies: Arbeitslosengeld I |frequenzy: 26
NamedEntity-Miscellanies: Dr MatthiasBartkeSPDDr |frequenzy: 26
NamedEntity-Miscellanies: ukrainische |frequenzy: 26
NamedEntity-Miscellanies: Ostdeutschen |frequenzy: 26
NamedEntity-Miscellanies: Dieselskandal |frequenzy: 26
NamedEntity-Miscellanies: EU  |frequenzy: 26
NamedEntity-Miscellanies: Der Mann |frequenzy: 26
NamedEntity-Miscellanies: Tag zu Tag |frequenzy: 26
NamedEntity-Miscellanies: LINKEAnke Domscheit-Berg |frequenzy: 26
NamedEntity-Miscellanies: China  |frequenzy: 26
NamedEntity-Miscellanies: Hartz-IV-System |frequenzy: 26
NamedEntity-Miscellanies: Kinderrechten |frequenzy: 26
NamedEntity-Miscellanies: Mittelstandes |frequenzy: 25
NamedEntity-Miscellanies: Altmaier  |frequenzy: 25
NamedEntity-Miscellanies: NATO-Mission |frequenzy: 25
NamedEntity-Miscellanies: Schutzsuchenden |frequenzy: 25
NamedEntity-Miscellanies: Ihres Antrags |frequenzy: 25
NamedEntity-Miscellanies: GRÜNENSteffi Lemke |frequenzy: 25
NamedEntity-Miscellanies: G  |frequenzy: 25
NamedEntity-Miscellanies: Stellvertreterkrieg |frequenzy: 25
NamedEntity-Miscellanies: tariflichen |frequenzy: 25
NamedEntity-Miscellanies: Dr GeorgNüßleinCDU/ |frequenzy: 25
NamedEntity-Miscellanies: Dr  Jan-Marco Luczak |frequenzy: 25
NamedEntity-Miscellanies: Kopf auf die Füße |frequenzy: 25
NamedEntity-Miscellanies: CO2-Ausstoßes |frequenzy: 25
NamedEntity-Miscellanies: MPK |frequenzy: 25
NamedEntity-Miscellanies: Friesen |frequenzy: 24
NamedEntity-Miscellanies: Mobilitätswende |frequenzy: 24
NamedEntity-Miscellanies: Bundesbürger |frequenzy: 24
NamedEntity-Miscellanies: Guten Tag |frequenzy: 24
NamedEntity-Miscellanies: CSUErich |frequenzy: 24
NamedEntity-Miscellanies: Quellen-TKÜ |frequenzy: 24
NamedEntity-Miscellanies: Wikipedia |frequenzy: 24
NamedEntity-Miscellanies: afrikanischer |frequenzy: 24
NamedEntity-Miscellanies: Verkehrswende |frequenzy: 24
NamedEntity-Miscellanies: Ältestenrat |frequenzy: 24
NamedEntity-Miscellanies: Vertrags |frequenzy: 24
NamedEntity-Miscellanies: Einzelplan 60 |frequenzy: 24
NamedEntity-Miscellanies: Herzblut |frequenzy: 24
NamedEntity-Miscellanies: Die erste Frage |frequenzy: 24
NamedEntity-Miscellanies: schwedische |frequenzy: 24
NamedEntity-Miscellanies: EWF |frequenzy: 24
NamedEntity-Miscellanies: nationalsozialistischen |frequenzy: 24
NamedEntity-Miscellanies: Süddeutsche Zeitung |frequenzy: 24
NamedEntity-Miscellanies: Partnern |frequenzy: 24
NamedEntity-Miscellanies: Geordnete-Rückkehr-Gesetz |frequenzy: 24
NamedEntity-Miscellanies: Bundesnotbremse |frequenzy: 24
NamedEntity-Miscellanies: Allgemeine Erklärung der Menschenrechte |frequenzy: 24
NamedEntity-Miscellanies: Aufstand |frequenzy: 24
NamedEntity-Miscellanies: Dr WiebkeEsdarSPDDr |frequenzy: 24
NamedEntity-Miscellanies: Binnennachfrage |frequenzy: 24
NamedEntity-Miscellanies: Charta von Paris |frequenzy: 23
NamedEntity-Miscellanies: Insektenschutzgesetz |frequenzy: 23
NamedEntity-Miscellanies: Impfpflicht |frequenzy: 23
NamedEntity-Miscellanies: meiner Zeit |frequenzy: 23
NamedEntity-Miscellanies: JCPoA |frequenzy: 23
NamedEntity-Miscellanies: Anfängen |frequenzy: 23
NamedEntity-Miscellanies: AmiraMohamed AliDIE |frequenzy: 23
NamedEntity-Miscellanies: Exzellenzinitiative |frequenzy: 23
NamedEntity-Miscellanies: ChristianSchmidtCDU/CSUChristian Schmidt |frequenzy: 23
NamedEntity-Miscellanies: World Food Programme |frequenzy: 23
NamedEntity-Miscellanies: Ihres Gesetzentwurfs |frequenzy: 23
NamedEntity-Miscellanies: Dr GeorgKippelsCDU/CSUDr |frequenzy: 23
NamedEntity-Miscellanies: Drucksache |frequenzy: 23
NamedEntity-Miscellanies: Jahr 2019 |frequenzy: 23
NamedEntity-Miscellanies: Die Kollegin |frequenzy: 23
NamedEntity-Miscellanies: Charta der Vereinten Nationen |frequenzy: 23
NamedEntity-Miscellanies: Münchener |frequenzy: 23
NamedEntity-Miscellanies: islamistischer |frequenzy: 23
NamedEntity-Miscellanies: Mein letzter Satz |frequenzy: 23
NamedEntity-Miscellanies: Taxi |frequenzy: 23
NamedEntity-Miscellanies: Göring-Eckardt |frequenzy: 23
NamedEntity-Miscellanies: Beweises |frequenzy: 23
NamedEntity-Miscellanies: sowjetische |frequenzy: 23
NamedEntity-Miscellanies: SMS |frequenzy: 23
NamedEntity-Miscellanies: Personalausweis |frequenzy: 22
NamedEntity-Miscellanies: Tarif |frequenzy: 22
NamedEntity-Miscellanies: irgendwas |frequenzy: 22
NamedEntity-Miscellanies: Schlagworte |frequenzy: 22
NamedEntity-Miscellanies: SPD-geführten |frequenzy: 22
NamedEntity-Miscellanies: A 49 |frequenzy: 22
NamedEntity-Miscellanies: Jahr 2030 |frequenzy: 22
NamedEntity-Miscellanies: Wären |frequenzy: 22
NamedEntity-Miscellanies: Innovationen |frequenzy: 22
NamedEntity-Miscellanies: libanesischen |frequenzy: 22
NamedEntity-Miscellanies: Gutes |frequenzy: 22
NamedEntity-Miscellanies: Eisenbahn-Bundesamt |frequenzy: 22
NamedEntity-Miscellanies: CSUMarkus |frequenzy: 22
NamedEntity-Miscellanies: CSUJana |frequenzy: 22
NamedEntity-Miscellanies: FFP2-Masken |frequenzy: 22
NamedEntity-Miscellanies: Kurzzeitpflege |frequenzy: 22
NamedEntity-Miscellanies: LINKEEva-Maria |frequenzy: 22
NamedEntity-Miscellanies: widerlichen |frequenzy: 22
NamedEntity-Miscellanies: irischen |frequenzy: 22
NamedEntity-Miscellanies: CO 2 |frequenzy: 22
NamedEntity-Miscellanies: chinesischer |frequenzy: 22
NamedEntity-Miscellanies: Weltbühne |frequenzy: 22
NamedEntity-Miscellanies: BER |frequenzy: 22
NamedEntity-Miscellanies: Hause |frequenzy: 22
NamedEntity-Miscellanies: Angehörigen-Entlastungsgesetz |frequenzy: 22
NamedEntity-Miscellanies: englische |frequenzy: 22
NamedEntity-Miscellanies: Jobcenter |frequenzy: 22
NamedEntity-Miscellanies: Financial Intelligence Unit |frequenzy: 22
NamedEntity-Miscellanies: Dr MatthiasZimmerCDU |frequenzy: 22
NamedEntity-Miscellanies: Telemediengesetz |frequenzy: 22
NamedEntity-Miscellanies: G 20 |frequenzy: 22
NamedEntity-Miscellanies: MatthiasHöhnDIE |frequenzy: 22
NamedEntity-Miscellanies: Ihr Weltbild |frequenzy: 22
NamedEntity-Miscellanies: SGB IX |frequenzy: 22
NamedEntity-Miscellanies: Frieden und Sicherheit |frequenzy: 22
NamedEntity-Miscellanies: Politikverdrossenheit |frequenzy: 22
NamedEntity-Miscellanies: CSUSylvia |frequenzy: 21
NamedEntity-Miscellanies: Ihres Kollegen |frequenzy: 21
NamedEntity-Miscellanies: Chrupalla |frequenzy: 21
NamedEntity-Miscellanies: Familienarbeit |frequenzy: 21
NamedEntity-Miscellanies: Jahrzehnts |frequenzy: 21
NamedEntity-Miscellanies: spanischen |frequenzy: 21
NamedEntity-Miscellanies: Mercosur-Abkommen |frequenzy: 21
NamedEntity-Miscellanies: CureVac |frequenzy: 21
NamedEntity-Miscellanies: Sozialen |frequenzy: 21
NamedEntity-Miscellanies: LNG-Terminals |frequenzy: 21
NamedEntity-Miscellanies: Jahr 2015 |frequenzy: 21
NamedEntity-Miscellanies: Einzelplan 16 |frequenzy: 21
NamedEntity-Miscellanies: Stückchen |frequenzy: 21
NamedEntity-Miscellanies: Europäischer |frequenzy: 21
NamedEntity-Miscellanies: Dr AlexanderGaulandAfDDr |frequenzy: 21
NamedEntity-Miscellanies: Die Aktuelle Stunde |frequenzy: 21
NamedEntity-Miscellanies: Herr Altmaier |frequenzy: 21
NamedEntity-Miscellanies: ASP |frequenzy: 21
NamedEntity-Miscellanies: FDP-Antrags |frequenzy: 21
NamedEntity-Miscellanies: Ihres Hauses |frequenzy: 21
NamedEntity-Miscellanies: libanesische |frequenzy: 21
NamedEntity-Miscellanies: BfArM |frequenzy: 21
NamedEntity-Miscellanies: Rekordsumme |frequenzy: 21
NamedEntity-Miscellanies: Euro-Krise |frequenzy: 21
NamedEntity-Miscellanies: Zweite Weltkrieg |frequenzy: 21
NamedEntity-Miscellanies: Berufes |frequenzy: 21
NamedEntity-Miscellanies: Existenzrecht Israels |frequenzy: 21
NamedEntity-Miscellanies: CSUTino |frequenzy: 21
NamedEntity-Miscellanies: Fortschritten |frequenzy: 20
NamedEntity-Miscellanies: 5G-Netz |frequenzy: 20
NamedEntity-Miscellanies: Bürgerkriegs |frequenzy: 20
NamedEntity-Miscellanies: Tonne CO2 |frequenzy: 20
NamedEntity-Miscellanies: Dr ChristophPloßCDU/ |frequenzy: 20
NamedEntity-Miscellanies: AFBG |frequenzy: 20
NamedEntity-Miscellanies: Föderalismusreform |frequenzy: 20
NamedEntity-Miscellanies: VN |frequenzy: 20
NamedEntity-Miscellanies: CSU- |frequenzy: 20
NamedEntity-Miscellanies: Dr PatrickSensburgCDU |frequenzy: 20
NamedEntity-Miscellanies: Wissenschaftskommunikation |frequenzy: 20
NamedEntity-Miscellanies: Ballungszentren |frequenzy: 20
NamedEntity-Miscellanies: Kommunen |frequenzy: 20
NamedEntity-Miscellanies: nordrhein-westfälischen |frequenzy: 20
NamedEntity-Miscellanies: Schlimm |frequenzy: 20
NamedEntity-Miscellanies: Hartz-IV-Bezug |frequenzy: 20
NamedEntity-Miscellanies: dringendsten |frequenzy: 20
NamedEntity-Miscellanies: Massenmord |frequenzy: 20
NamedEntity-Miscellanies: StPO |frequenzy: 20
NamedEntity-Miscellanies: DDR-Bürger |frequenzy: 20
NamedEntity-Miscellanies: Mihalic |frequenzy: 20
NamedEntity-Miscellanies: gleichgeschlechtliche |frequenzy: 20
NamedEntity-Miscellanies: Bürokratieentlastungsgesetz |frequenzy: 20
NamedEntity-Miscellanies: Bundestagswahl  |frequenzy: 20
NamedEntity-Miscellanies: Wissenschaftszeitvertragsgesetz |frequenzy: 20
NamedEntity-Miscellanies: Beschlusses |frequenzy: 20
NamedEntity-Miscellanies: Bundes-Immissionsschutzgesetz |frequenzy: 20
NamedEntity-Miscellanies: tue ich |frequenzy: 19
NamedEntity-Miscellanies: Europäische Menschenrechtskonvention |frequenzy: 19
NamedEntity-Miscellanies: Dürre |frequenzy: 19
NamedEntity-Miscellanies: Qualitätsstandards |frequenzy: 19
NamedEntity-Miscellanies: Ersten Weltkrieges |frequenzy: 19
NamedEntity-Miscellanies: deutscher Sprache |frequenzy: 19
NamedEntity-Miscellanies: Leistungsempfänger |frequenzy: 19
NamedEntity-Miscellanies: absurd |frequenzy: 19
NamedEntity-Miscellanies: Mikroelektronik |frequenzy: 19
NamedEntity-Miscellanies: CSUMatern |frequenzy: 19
NamedEntity-Miscellanies: Opferbeauftragten |frequenzy: 19
NamedEntity-Miscellanies: Bundesfinanzminister Scholz |frequenzy: 19
NamedEntity-Miscellanies: Pakt für Forschung und Innovation |frequenzy: 19
NamedEntity-Miscellanies: Europäischen |frequenzy: 19
NamedEntity-Miscellanies: Einzelplan 07 |frequenzy: 19
NamedEntity-Miscellanies: Luftwaffe |frequenzy: 19
NamedEntity-Miscellanies: Hartz-IV-Leistungen |frequenzy: 19
NamedEntity-Miscellanies: Mariana IrisHarder-KühnelAfDMariana Iris Harder-Kühnel |frequenzy: 19
NamedEntity-Miscellanies: britischer |frequenzy: 19
NamedEntity-Miscellanies: DAX |frequenzy: 19
NamedEntity-Miscellanies: Deutsche Einheit |frequenzy: 19
NamedEntity-Miscellanies: Maghreb-Staaten |frequenzy: 19
NamedEntity-Miscellanies: CDU-Vorsitzende |frequenzy: 19
NamedEntity-Miscellanies: Dr  Fritz Felgentreu |frequenzy: 19
NamedEntity-Miscellanies: Neuland |frequenzy: 19
NamedEntity-Miscellanies: DDR  |frequenzy: 19
NamedEntity-Miscellanies: NATO-Partnern |frequenzy: 19
NamedEntity-Miscellanies: CSU  |frequenzy: 19
NamedEntity-Miscellanies: Onlinezugangsgesetzes |frequenzy: 19
NamedEntity-Miscellanies: Der Entschließungsantrag |frequenzy: 19
NamedEntity-Miscellanies: Im Jahr 2016 |frequenzy: 19
NamedEntity-Miscellanies: Radwege |frequenzy: 19
NamedEntity-Miscellanies: Im Jahr 2018 |frequenzy: 19
NamedEntity-Miscellanies: dänischen |frequenzy: 19
NamedEntity-Miscellanies: bayerischer |frequenzy: 19
NamedEntity-Miscellanies: Anschlägen |frequenzy: 19
NamedEntity-Miscellanies: unglaublicher |frequenzy: 19
NamedEntity-Miscellanies: Jahr 2017 |frequenzy: 19
NamedEntity-Miscellanies: Open Data |frequenzy: 19
NamedEntity-Miscellanies: IT |frequenzy: 19
NamedEntity-Miscellanies: Einzelplan 11 |frequenzy: 19
NamedEntity-Miscellanies: Netflix |frequenzy: 19
NamedEntity-Miscellanies: Jahr 2030 |frequenzy: 19
NamedEntity-Miscellanies: indischen |frequenzy: 19
NamedEntity-Miscellanies: Gesetz  |frequenzy: 19
NamedEntity-Miscellanies: Zolls |frequenzy: 18
NamedEntity-Miscellanies: kanadischen |frequenzy: 18
NamedEntity-Miscellanies: Euros |frequenzy: 18
NamedEntity-Miscellanies: CSU-Landesgruppe |frequenzy: 18
NamedEntity-Miscellanies: bestenfalls |frequenzy: 18
NamedEntity-Miscellanies: CSUUlrich |frequenzy: 18
NamedEntity-Miscellanies: BeekFDPOlaf |frequenzy: 18
NamedEntity-Miscellanies: Nutri-Score |frequenzy: 18
NamedEntity-Miscellanies: jüdischer |frequenzy: 18
NamedEntity-Miscellanies: Futter |frequenzy: 18
NamedEntity-Miscellanies: Europawahl |frequenzy: 18
NamedEntity-Miscellanies: Strafzahlungen |frequenzy: 18
NamedEntity-Miscellanies: Unermessliche |frequenzy: 18
NamedEntity-Miscellanies: Polizeibehörden |frequenzy: 18
NamedEntity-Miscellanies: Dr Klaus-PeterSchulzeCDU/CSUDr |frequenzy: 18
NamedEntity-Miscellanies: Hallo |frequenzy: 18
NamedEntity-Miscellanies: Trägern |frequenzy: 18
NamedEntity-Miscellanies: Tag und Nacht |frequenzy: 18
NamedEntity-Miscellanies: englischen |frequenzy: 18
NamedEntity-Miscellanies: Erneuerbare-Energien-Gesetzes |frequenzy: 18
NamedEntity-Miscellanies: Euro-Gruppe |frequenzy: 18
NamedEntity-Miscellanies: Dr AndréBergheggerCDU |frequenzy: 18
NamedEntity-Miscellanies: GRÜNENMatthias |frequenzy: 18
NamedEntity-Miscellanies: Jamaika-Verhandlungen |frequenzy: 18
NamedEntity-Miscellanies: Armenien |frequenzy: 18
NamedEntity-Miscellanies: Daseinsvorsorge |frequenzy: 18
NamedEntity-Miscellanies: Kanzlerin |frequenzy: 18
NamedEntity-Miscellanies: ErwinRüddelCDU/CSUErwin Rüddel |frequenzy: 18
NamedEntity-Miscellanies: christlicher |frequenzy: 18
NamedEntity-Miscellanies: Leipziger |frequenzy: 18
NamedEntity-Miscellanies: Weltfrauentag |frequenzy: 18
NamedEntity-Miscellanies: nächsten Zeit |frequenzy: 18
NamedEntity-Miscellanies: dem Krieg |frequenzy: 18
NamedEntity-Miscellanies: Die heutige Debatte |frequenzy: 18
NamedEntity-Miscellanies: Migrationsbewegungen |frequenzy: 18
NamedEntity-Miscellanies: Dritten Reich |frequenzy: 18
NamedEntity-Miscellanies: Amadeu-Antonio-Stiftung |frequenzy: 18
NamedEntity-Miscellanies: Der Rechtsstaat |frequenzy: 18
NamedEntity-Miscellanies: Die Coronakrise |frequenzy: 18
NamedEntity-Miscellanies: AloisRainerCDU/ |frequenzy: 18
NamedEntity-Miscellanies: Jahr 2021 |frequenzy: 17
NamedEntity-Miscellanies: Gestern |frequenzy: 17
NamedEntity-Miscellanies: Jamaika-Sondierungen |frequenzy: 17
NamedEntity-Miscellanies: ThomasHeilmannCDU/CSUThomas Heilmann |frequenzy: 17
NamedEntity-Miscellanies: nordrhein-westfälische |frequenzy: 17
NamedEntity-Miscellanies: Frieden in der Welt |frequenzy: 17
NamedEntity-Miscellanies: Bazooka |frequenzy: 17
NamedEntity-Miscellanies: GRÜNENKordula |frequenzy: 17
NamedEntity-Miscellanies: Frieden der Welt |frequenzy: 17
NamedEntity-Miscellanies: A400M |frequenzy: 17
NamedEntity-Miscellanies: Grüne  |frequenzy: 17
NamedEntity-Miscellanies: niederländische |frequenzy: 17
NamedEntity-Miscellanies: Jahr 2015 |frequenzy: 17
NamedEntity-Miscellanies: Netzentgelte |frequenzy: 17
NamedEntity-Miscellanies: serbische |frequenzy: 17
NamedEntity-Miscellanies: Internets |frequenzy: 17
NamedEntity-Miscellanies: im Jahr |frequenzy: 17
NamedEntity-Miscellanies: Duden |frequenzy: 17
NamedEntity-Miscellanies: GRÜNENOttmar |frequenzy: 17
NamedEntity-Miscellanies: Mieterschutzgesetz |frequenzy: 17
NamedEntity-Miscellanies: Rednern |frequenzy: 17
NamedEntity-Miscellanies: Die letzte Frage |frequenzy: 17
NamedEntity-Miscellanies: Wertverlust |frequenzy: 17
NamedEntity-Miscellanies: Fachkräftemangels |frequenzy: 17
