NamedEntity-Organisation: CDU |frequenzy: 1002
NamedEntity-Organisation: Spirale |frequenzy: 4
NamedEntity-Organisation: Sportschützen |frequenzy: 4
NamedEntity-Organisation: Völkerbund |frequenzy: 4
NamedEntity-Organisation: Internationalen Organisation für Migration |frequenzy: 4
NamedEntity-Organisation: InfrastrukturBundesminister |frequenzy: 4
NamedEntity-Organisation: SDGs |frequenzy: 4
NamedEntity-Organisation: Kollegen! |frequenzy: 4
NamedEntity-Organisation: Bundesamts für Verfassungsschutz |frequenzy: 4
NamedEntity-Organisation: Goethe-Institut |frequenzy: 4
NamedEntity-Organisation: RAF |frequenzy: 4
NamedEntity-Organisation: Sozialdemokrat |frequenzy: 4
NamedEntity-Organisation: FDP-Bundestagsfraktion |frequenzy: 4
NamedEntity-Organisation: Resümee |frequenzy: 4
NamedEntity-Organisation: Afghanen |frequenzy: 4
NamedEntity-Organisation: Bundesamt |frequenzy: 4
NamedEntity-Organisation: Dritten Welt |frequenzy: 4
NamedEntity-Organisation: Amthor |frequenzy: 4
NamedEntity-Organisation: Altersarmut |frequenzy: 4
NamedEntity-Organisation: Treuhandanstalt |frequenzy: 4
NamedEntity-Organisation: KatrinHelling-PlahrFDPKatrin |frequenzy: 4
NamedEntity-Organisation: Kollegiums! |frequenzy: 4
NamedEntity-Organisation: UNICEF |frequenzy: 4
NamedEntity-Organisation: Konrad-Adenauer-Stiftung |frequenzy: 4
NamedEntity-Organisation: nix |frequenzy: 4
NamedEntity-Organisation: Rechnet |frequenzy: 4
NamedEntity-Organisation: Nationalversammlung |frequenzy: 4
NamedEntity-Organisation: BDS-Bewegung |frequenzy: 4
NamedEntity-Organisation: Wir Demokraten |frequenzy: 4
NamedEntity-Organisation: Minister Seehofer |frequenzy: 4
NamedEntity-Organisation: Euro-Rettung |frequenzy: 3
NamedEntity-Organisation: Muslimbrüdern |frequenzy: 3
NamedEntity-Organisation: UN-Klimakonferenz |frequenzy: 3
NamedEntity-Organisation: AndreasJungCDU |frequenzy: 3
NamedEntity-Organisation: PS |frequenzy: 3
NamedEntity-Organisation: CSUPatricia Lips |frequenzy: 3
NamedEntity-Organisation: HGB |frequenzy: 3
NamedEntity-Organisation: Faschist |frequenzy: 3
NamedEntity-Organisation: RVG |frequenzy: 3
NamedEntity-Organisation: BernhardAndreas |frequenzy: 3
NamedEntity-Organisation: Anfängen! |frequenzy: 3
NamedEntity-Organisation: EVP |frequenzy: 3
NamedEntity-Organisation: Schuldenbremse |frequenzy: 3
NamedEntity-Organisation: Europäischen Gerichtshof für Menschenrechte |frequenzy: 3
NamedEntity-Organisation: Caritas |frequenzy: 3
NamedEntity-Organisation: SED-Nachfolgepartei |frequenzy: 3
NamedEntity-Organisation: Bayerischen Rundfunk |frequenzy: 3
NamedEntity-Organisation: AfD Dritte Beratungund Schlussabstimmung |frequenzy: 3
NamedEntity-Organisation: EU-Nitratrichtlinie |frequenzy: 3
NamedEntity-Organisation: INSTEX |frequenzy: 3
NamedEntity-Organisation: Organisierte Kriminalität |frequenzy: 3
NamedEntity-Organisation: Pakt für Forschung und Innovation |frequenzy: 3
NamedEntity-Organisation: Europäischen Währungsunion |frequenzy: 3
NamedEntity-Organisation: Verbraucherzentrale Bundesverband |frequenzy: 3
NamedEntity-Organisation: Schneidewind-HartnagelKordula Schulz-AscheDr |frequenzy: 3
NamedEntity-Organisation: SPD-Außenminister |frequenzy: 3
NamedEntity-Organisation: Labour |frequenzy: 3
NamedEntity-Organisation: Neuen Zürcher Zeitung |frequenzy: 3
NamedEntity-Organisation: BRAK |frequenzy: 3
NamedEntity-Organisation: Toto |frequenzy: 3
NamedEntity-Organisation: AfD Wir |frequenzy: 3
NamedEntity-Organisation: WirtschaftsWoche |frequenzy: 3
NamedEntity-Organisation: Europäische Investitionsbank |frequenzy: 3
NamedEntity-Organisation: EU-Kommissarin |frequenzy: 3
NamedEntity-Organisation: EU-Politik |frequenzy: 3
NamedEntity-Organisation: BAMF-Skandal |frequenzy: 3
NamedEntity-Organisation: Deutsche Rentenversicherung |frequenzy: 3
NamedEntity-Organisation: Bundesamtes für Migration und Flüchtlinge |frequenzy: 3
NamedEntity-Organisation: FranziskaGiffeyBundesministerin für Familie |frequenzy: 3
NamedEntity-Organisation: Nationalmannschaft |frequenzy: 3
NamedEntity-Organisation: NATO-Partner Türkei |frequenzy: 3
NamedEntity-Organisation: IG Metall |frequenzy: 3
NamedEntity-Organisation: Trägern für Tausende Projekte |frequenzy: 3
NamedEntity-Organisation: Vereinte Nationen |frequenzy: 3
NamedEntity-Organisation: Antrags der FDP |frequenzy: 3
NamedEntity-Organisation: Verfassungsfeinde |frequenzy: 3
NamedEntity-Organisation: Kohlekraftwerke |frequenzy: 3
NamedEntity-Organisation: Glückwunsch! |frequenzy: 3
NamedEntity-Organisation: ARD-Sendung |frequenzy: 3
NamedEntity-Organisation: Bundesministerium für Arbeit und Soziales |frequenzy: 3
NamedEntity-Organisation: Gulag |frequenzy: 3
NamedEntity-Organisation: EU-Geldern |frequenzy: 3
NamedEntity-Organisation: deutschen EU-Ratspräsidentschaft |frequenzy: 3
NamedEntity-Organisation: Deutschen Wirtschaft |frequenzy: 3
NamedEntity-Organisation: Sozialdemokratische Partei |frequenzy: 3
NamedEntity-Organisation: HeßenkemperKarsten |frequenzy: 3
NamedEntity-Organisation: EU-Land |frequenzy: 3
NamedEntity-Organisation: Tarifpartnern |frequenzy: 3
NamedEntity-Organisation: Europol |frequenzy: 3
NamedEntity-Organisation: EU-Mitglied |frequenzy: 3
NamedEntity-Organisation: Union  |frequenzy: 3
NamedEntity-Organisation: Nord Stream 2 |frequenzy: 3
NamedEntity-Organisation: SED-Regime |frequenzy: 3
NamedEntity-Organisation: Bundeszentrale für gesundheitliche Aufklärung |frequenzy: 3
NamedEntity-Organisation: EU-Parlaments |frequenzy: 3
NamedEntity-Organisation: AA |frequenzy: 3
NamedEntity-Organisation: Lehrpläne |frequenzy: 3
NamedEntity-Organisation: Deutsche Städte- und Gemeindebund |frequenzy: 3
NamedEntity-Organisation: Bundesanstalt für Landwirtschaft und Ernährung |frequenzy: 3
NamedEntity-Organisation: Deutschen Post |frequenzy: 3
NamedEntity-Organisation: Friedens |frequenzy: 3
NamedEntity-Organisation: Bundesamt für Sicherheit |frequenzy: 3
NamedEntity-Organisation: wir Freien Demokraten |frequenzy: 3
NamedEntity-Organisation: Interventionistische Linke |frequenzy: 3
NamedEntity-Organisation: Zentralverband des Deutschen Handwerks |frequenzy: 3
NamedEntity-Organisation: FKS |frequenzy: 3
NamedEntity-Organisation: ElisabethMotschmannCDU |frequenzy: 3
NamedEntity-Organisation: SED-Nachfolger |frequenzy: 3
NamedEntity-Organisation: GO |frequenzy: 3
NamedEntity-Organisation: DRG-System |frequenzy: 3
NamedEntity-Organisation: Instituts der deutschen Wirtschaft |frequenzy: 3
NamedEntity-Organisation: AfD-Vertreter |frequenzy: 3
NamedEntity-Organisation: Kreativen |frequenzy: 3
NamedEntity-Organisation: Jungen Liberalen |frequenzy: 3
NamedEntity-Organisation: EU-Verordnungen |frequenzy: 3
NamedEntity-Organisation: GEZ |frequenzy: 3
NamedEntity-Organisation: Innovationskraft |frequenzy: 3
NamedEntity-Organisation: Kommunistische Partei Chinas |frequenzy: 3
NamedEntity-Organisation: NATO-Operation Sea Guardian |frequenzy: 3
NamedEntity-Organisation: EU-Gelder |frequenzy: 3
NamedEntity-Organisation: BraunMarcus |frequenzy: 3
NamedEntity-Organisation: Den Grünen |frequenzy: 3
NamedEntity-Organisation: Wirtschafts- und Währungsunion |frequenzy: 3
NamedEntity-Organisation: Frankfurter Allgemeinen Sonntagszeitung |frequenzy: 3
NamedEntity-Organisation: US-Truppen |frequenzy: 3
NamedEntity-Organisation: DB  |frequenzy: 3
NamedEntity-Organisation: Europäische Gerichtshof für Menschenrechte |frequenzy: 3
NamedEntity-Organisation: Na |frequenzy: 3
NamedEntity-Organisation: Ruhr-Universität Bochum |frequenzy: 3
NamedEntity-Organisation: ILO |frequenzy: 3
NamedEntity-Organisation: Jüdische Allgemeine |frequenzy: 3
NamedEntity-Organisation: Hoffnungsschimmer |frequenzy: 3
NamedEntity-Organisation: Bundes der Steuerzahler |frequenzy: 3
NamedEntity-Organisation: BMVI |frequenzy: 3
NamedEntity-Organisation: OlavGuttingCDU |frequenzy: 3
NamedEntity-Organisation: Johns-Hopkins-Universität |frequenzy: 3
NamedEntity-Organisation: Welthandelsorganisation |frequenzy: 3
NamedEntity-Organisation: Stiftung Preußischer Kulturbesitz |frequenzy: 3
NamedEntity-Organisation: Neue Zürcher Zeitung |frequenzy: 3
NamedEntity-Organisation: Staatssicherheit |frequenzy: 3
NamedEntity-Organisation: europäischen Nationen |frequenzy: 3
NamedEntity-Organisation: Styropor |frequenzy: 3
NamedEntity-Organisation: DUH |frequenzy: 3
NamedEntity-Organisation: Max-Planck-Gesellschaft |frequenzy: 3
NamedEntity-Organisation: birmanische Militär |frequenzy: 3
NamedEntity-Organisation: Herrn Erdogan |frequenzy: 3
NamedEntity-Organisation: deutschen Streitkräfte |frequenzy: 3
NamedEntity-Organisation: NATO-Staaten |frequenzy: 3
NamedEntity-Organisation: Meinungs- und Informationsfreiheit |frequenzy: 3
NamedEntity-Organisation: Fraunhofer-Gesellschaft |frequenzy: 3
NamedEntity-Organisation: KI-Forschung |frequenzy: 3
NamedEntity-Organisation: Berichterstattergespräch |frequenzy: 3
NamedEntity-Organisation: EU-Partner |frequenzy: 3
NamedEntity-Organisation: Deutsche Städtetag |frequenzy: 3
NamedEntity-Organisation: Deutschen Anwaltverein |frequenzy: 3
NamedEntity-Organisation: SPD-Chef |frequenzy: 3
NamedEntity-Organisation: HenningOtteCDU |frequenzy: 3
NamedEntity-Organisation: NS-Regime |frequenzy: 3
NamedEntity-Organisation: US-Zölle |frequenzy: 3
NamedEntity-Organisation: deutsche Marine |frequenzy: 3
NamedEntity-Organisation: Transparency International |frequenzy: 3
NamedEntity-Organisation: BUND |frequenzy: 3
NamedEntity-Organisation: Operation |frequenzy: 3
NamedEntity-Organisation: Lidl |frequenzy: 3
NamedEntity-Organisation: New Deal for Consumers |frequenzy: 3
NamedEntity-Organisation: ZDH |frequenzy: 3
NamedEntity-Organisation: Deutschland! |frequenzy: 3
NamedEntity-Organisation: Deutschen Krankenhausgesellschaft |frequenzy: 3
NamedEntity-Organisation: Ausschusses für Umwelt, Naturschutz |frequenzy: 3
NamedEntity-Organisation: Transplantationsbeauftragten |frequenzy: 3
NamedEntity-Organisation: EspendillerPeter |frequenzy: 3
NamedEntity-Organisation: Oxford |frequenzy: 3
NamedEntity-Organisation: Berliner Zeitung |frequenzy: 3
NamedEntity-Organisation: Frankfurter Allgemeinen Zeitung |frequenzy: 3
NamedEntity-Organisation: Bundesfinanzministers |frequenzy: 3
NamedEntity-Organisation: Behinderten-Pauschbetrag |frequenzy: 3
NamedEntity-Organisation: Bauernverband |frequenzy: 3
NamedEntity-Organisation: EU-Bürokraten |frequenzy: 3
NamedEntity-Organisation: Unsere Gesellschaft |frequenzy: 3
NamedEntity-Organisation: Bundes Deutscher Kriminalbeamter |frequenzy: 3
NamedEntity-Organisation: PKS |frequenzy: 3
NamedEntity-Organisation: Bundesministerium der Verteidigung |frequenzy: 3
NamedEntity-Organisation: Arbeiterinnen |frequenzy: 3
NamedEntity-Organisation: Außengastronomie |frequenzy: 3
NamedEntity-Organisation: EU-Bürgerinnen |frequenzy: 3
NamedEntity-Organisation: MartinaStamm-FibichSPDMartina Stamm-Fibich |frequenzy: 3
NamedEntity-Organisation: Bonpflicht |frequenzy: 3
NamedEntity-Organisation: Europäische Rat |frequenzy: 3
NamedEntity-Organisation: Zentralrat der Juden |frequenzy: 3
NamedEntity-Organisation: ChristineAschenberg-DugnusFDPChristine |frequenzy: 3
NamedEntity-Organisation: SPD-Vorsitzende |frequenzy: 3
NamedEntity-Organisation: Ihres Gesetzes |frequenzy: 3
NamedEntity-Organisation: Muslimbruderschaft |frequenzy: 3
NamedEntity-Organisation: Jahr! |frequenzy: 3
NamedEntity-Organisation: Deutsche Steuerzahler |frequenzy: 3
NamedEntity-Organisation: Justizminister |frequenzy: 3
NamedEntity-Organisation: Internationalen Strafgerichtshof |frequenzy: 3
NamedEntity-Organisation: Peene-Werft |frequenzy: 3
NamedEntity-Organisation: JohannesVogelFDP |frequenzy: 3
NamedEntity-Organisation: Kontrollverlust |frequenzy: 3
NamedEntity-Organisation: Organspenden |frequenzy: 3
NamedEntity-Organisation: Reichstag |frequenzy: 3
NamedEntity-Organisation: Stiftung Warentest |frequenzy: 3
NamedEntity-Organisation: Bundeszentrale für politische Bildung |frequenzy: 3
NamedEntity-Organisation: PayPal |frequenzy: 3
NamedEntity-Organisation: Super-GAU |frequenzy: 3
NamedEntity-Organisation: Brexits |frequenzy: 3
NamedEntity-Organisation: italienischen Regierung |frequenzy: 3
NamedEntity-Organisation: IS-Kämpfer |frequenzy: 3
NamedEntity-Organisation: Bericht der Bundesregierung |frequenzy: 3
NamedEntity-Organisation: Langzeitarbeitslose |frequenzy: 3
NamedEntity-Organisation: Aha! |frequenzy: 3
NamedEntity-Organisation: UN-Generalsekretär |frequenzy: 3
NamedEntity-Organisation: CSUHenning Otte |frequenzy: 3
NamedEntity-Organisation: MarcoBülowFraktionslosMarco Bülow |frequenzy: 3
NamedEntity-Organisation: Entwicklungs- und Schwellenländern |frequenzy: 3
NamedEntity-Organisation: Deutschen Evaluierungsinstituts |frequenzy: 3
NamedEntity-Organisation: Ihres Antrages |frequenzy: 3
NamedEntity-Organisation: BKM |frequenzy: 3
NamedEntity-Organisation: IG Metall |frequenzy: 3
NamedEntity-Organisation: MAN |frequenzy: 3
NamedEntity-Organisation: DDVG |frequenzy: 3
NamedEntity-Organisation: KdU |frequenzy: 3
NamedEntity-Organisation: Bundesministerium der Justiz |frequenzy: 3
NamedEntity-Organisation: DAV |frequenzy: 3
NamedEntity-Organisation: NotzBÜNDNIS 90/ |frequenzy: 3
NamedEntity-Organisation: Die Linke  |frequenzy: 3
NamedEntity-Organisation: Deutschen Bundestages  |frequenzy: 3
NamedEntity-Organisation: SED-Unrechts |frequenzy: 3
NamedEntity-Organisation: BASF |frequenzy: 3
NamedEntity-Organisation: SPD-Parteibuch |frequenzy: 3
NamedEntity-Organisation: Ihrem Wahlprogramm |frequenzy: 3
NamedEntity-Organisation: CSUAndrea |frequenzy: 3
NamedEntity-Organisation: Bundesministerium der Justiz und für Verbraucherschutz |frequenzy: 3
NamedEntity-Organisation: uns |frequenzy: 3
NamedEntity-Organisation: UWG |frequenzy: 3
NamedEntity-Organisation: OP-Masken |frequenzy: 3
NamedEntity-Organisation: DIHK |frequenzy: 3
NamedEntity-Organisation: Inklusion |frequenzy: 3
NamedEntity-Organisation: Bundeskanzlerin! |frequenzy: 3
NamedEntity-Organisation: Nato |frequenzy: 3
NamedEntity-Organisation: BMU |frequenzy: 3
NamedEntity-Organisation: Tag! |frequenzy: 3
NamedEntity-Organisation: Deutsche Bauernverband |frequenzy: 3
NamedEntity-Organisation: Küstenwache |frequenzy: 3
NamedEntity-Organisation: EU-Gipfel |frequenzy: 3
NamedEntity-Organisation: Danke schön |frequenzy: 3
NamedEntity-Organisation: PKV |frequenzy: 3
NamedEntity-Organisation: Türkei |frequenzy: 3
NamedEntity-Organisation: Kündigungsschutz |frequenzy: 3
NamedEntity-Organisation: Crystal Meth |frequenzy: 3
NamedEntity-Organisation: Technischen Hilfswerk |frequenzy: 3
NamedEntity-Organisation: libanesischen Marine |frequenzy: 3
NamedEntity-Organisation: Schande |frequenzy: 3
NamedEntity-Organisation: BDS |frequenzy: 2
NamedEntity-Organisation: Sinnvolles |frequenzy: 2
NamedEntity-Organisation: Uns Sozialdemokraten |frequenzy: 2
NamedEntity-Organisation: Zukunftschancen |frequenzy: 2
NamedEntity-Organisation: Telekom |frequenzy: 2
NamedEntity-Organisation: People of Color |frequenzy: 2
NamedEntity-Organisation: New Deal |frequenzy: 2
NamedEntity-Organisation: FerschlBrigitte |frequenzy: 2
NamedEntity-Organisation: JEFTA |frequenzy: 2
NamedEntity-Organisation: Die Linke Lorenz Gösta Beutin |frequenzy: 2
NamedEntity-Organisation: Energiekosten |frequenzy: 2
NamedEntity-Organisation: Deutsche Beamtenbund |frequenzy: 2
NamedEntity-Organisation: FDP-Fraktion Markus Herbrand |frequenzy: 2
NamedEntity-Organisation: EU-Markt |frequenzy: 2
NamedEntity-Organisation: EU-Gesetz |frequenzy: 2
NamedEntity-Organisation: Bundesforschungsministerium |frequenzy: 2
NamedEntity-Organisation: WillschElisabeth Winkelmeier-BeckerOliver |frequenzy: 2
NamedEntity-Organisation: Europäischen Staatsanwaltschaft |frequenzy: 2
NamedEntity-Organisation: Kassenärztliche Bundesvereinigung |frequenzy: 2
NamedEntity-Organisation: EU-Staats |frequenzy: 2
NamedEntity-Organisation: Bundesministeriums für Arbeit und Soziales |frequenzy: 2
NamedEntity-Organisation: Vermittlers |frequenzy: 2
NamedEntity-Organisation: Erasmus-Programm |frequenzy: 2
NamedEntity-Organisation: Berlin |frequenzy: 2
NamedEntity-Organisation: deutsche Streitkräfte |frequenzy: 2
NamedEntity-Organisation: PISA |frequenzy: 2
NamedEntity-Organisation: DIN |frequenzy: 2
NamedEntity-Organisation: NSA |frequenzy: 2
NamedEntity-Organisation: Geschätzter Herr |frequenzy: 2
NamedEntity-Organisation: deutschen Marine |frequenzy: 2
NamedEntity-Organisation: Akademikern |frequenzy: 2
NamedEntity-Organisation: Nationale Bildungsrat |frequenzy: 2
NamedEntity-Organisation: Grundgesetzes! |frequenzy: 2
NamedEntity-Organisation: Antifaschist |frequenzy: 2
NamedEntity-Organisation: SabineZimmermannDIE LINKE |frequenzy: 2
NamedEntity-Organisation: Völkerbundes |frequenzy: 2
NamedEntity-Organisation: Kreditanstalt für Wiederaufbau |frequenzy: 2
NamedEntity-Organisation: Coronamaßnahmen |frequenzy: 2
NamedEntity-Organisation: Deutschen Institut für Menschenrechte |frequenzy: 2
NamedEntity-Organisation: Europäischen Gerichtshofes |frequenzy: 2
NamedEntity-Organisation: Ministerin Klöckner |frequenzy: 2
NamedEntity-Organisation: FDP-Initiative |frequenzy: 2
NamedEntity-Organisation: Östlichen Partnerschaft |frequenzy: 2
NamedEntity-Organisation: EUTM |frequenzy: 2
NamedEntity-Organisation: Europäischen Verträgen |frequenzy: 2
NamedEntity-Organisation: Besuchertribüne! |frequenzy: 2
NamedEntity-Organisation: VaatzKerstin |frequenzy: 2
NamedEntity-Organisation: Bundesnachrichtendienstes |frequenzy: 2
NamedEntity-Organisation: SED-Erben |frequenzy: 2
NamedEntity-Organisation: Bildung |frequenzy: 2
NamedEntity-Organisation: LucassenFrank |frequenzy: 2
NamedEntity-Organisation: Ceterum |frequenzy: 2
NamedEntity-Organisation: EU-Sanktionen |frequenzy: 2
NamedEntity-Organisation: Bildschirmen! |frequenzy: 2
NamedEntity-Organisation: Deutschen Instituts für Menschenrechte |frequenzy: 2
NamedEntity-Organisation: Freiberufler |frequenzy: 2
NamedEntity-Organisation: Schlepperbanden |frequenzy: 2
NamedEntity-Organisation: YPG |frequenzy: 2
NamedEntity-Organisation: Ursula Groden-Kranich |frequenzy: 2
NamedEntity-Organisation: Ihres Ressorts |frequenzy: 2
NamedEntity-Organisation: MINUSMA |frequenzy: 2
NamedEntity-Organisation: deutsche Linke |frequenzy: 2
NamedEntity-Organisation: EU-Prospektverordnung |frequenzy: 2
NamedEntity-Organisation: Deutschen Börse |frequenzy: 2
NamedEntity-Organisation: DRK |frequenzy: 2
NamedEntity-Organisation: Zentrale Innovationsprogramm Mittelstand |frequenzy: 2
NamedEntity-Organisation: UN-Migrationspakt |frequenzy: 2
NamedEntity-Organisation: Programm „Soziale Teilhabe |frequenzy: 2
NamedEntity-Organisation: Empfängers |frequenzy: 2
NamedEntity-Organisation: Albanien |frequenzy: 2
NamedEntity-Organisation: Bundesministerium |frequenzy: 2
NamedEntity-Organisation: Haus! |frequenzy: 2
NamedEntity-Organisation: ESZB |frequenzy: 2
NamedEntity-Organisation: Deutsche Reich |frequenzy: 2
NamedEntity-Organisation: EU-Partnern |frequenzy: 2
NamedEntity-Organisation: PCR-Tests |frequenzy: 2
NamedEntity-Organisation: AfD Meine Damen |frequenzy: 2
NamedEntity-Organisation: HSH Nordbank |frequenzy: 2
NamedEntity-Organisation: Ministerium für Arbeit und Soziales |frequenzy: 2
