NamedEntity-Organisation: CDU |frequenzy: 5237
NamedEntity-Organisation: Grundschulalter |frequenzy: 21
NamedEntity-Organisation: Onlinezugangsgesetz |frequenzy: 21
NamedEntity-Organisation: Plenums |frequenzy: 21
NamedEntity-Organisation: EXIST |frequenzy: 21
NamedEntity-Organisation: al-Qaida |frequenzy: 21
NamedEntity-Organisation: Europäischen Gerichtshofes |frequenzy: 21
NamedEntity-Organisation: Bundesamtes für Migration und Flüchtlinge |frequenzy: 21
NamedEntity-Organisation: NS-Zeit |frequenzy: 21
NamedEntity-Organisation: Afghanen |frequenzy: 21
NamedEntity-Organisation: Bundesfinanzminister |frequenzy: 21
NamedEntity-Organisation: Organisierte Kriminalität |frequenzy: 21
NamedEntity-Organisation: Deutschen Post |frequenzy: 21
NamedEntity-Organisation: EnergieParl |frequenzy: 21
NamedEntity-Organisation: EVP |frequenzy: 21
NamedEntity-Organisation: EU-Mission |frequenzy: 21
NamedEntity-Organisation: deutschen Parlament |frequenzy: 21
NamedEntity-Organisation: Landwirtschaftsministerium |frequenzy: 21
NamedEntity-Organisation: Mitgliedern |frequenzy: 21
NamedEntity-Organisation: Schuldenbremse |frequenzy: 21
NamedEntity-Organisation: Tarifautonomie |frequenzy: 20
NamedEntity-Organisation: EU-Haushalts |frequenzy: 20
NamedEntity-Organisation: Saudi-Arabien |frequenzy: 20
NamedEntity-Organisation: DITIB |frequenzy: 20
NamedEntity-Organisation: Pakt für Forschung und Innovation |frequenzy: 20
NamedEntity-Organisation: Kollege Gutting |frequenzy: 20
NamedEntity-Organisation: deutsche Parlament |frequenzy: 20
NamedEntity-Organisation: IT-Bereich |frequenzy: 20
NamedEntity-Organisation: Worum |frequenzy: 20
NamedEntity-Organisation: Antrags der Grünen |frequenzy: 20
NamedEntity-Organisation: Ryanair |frequenzy: 20
NamedEntity-Organisation: Friedrich-Ebert-Stiftung |frequenzy: 20
NamedEntity-Organisation: EFSF |frequenzy: 20
NamedEntity-Organisation: EUNAVFOR |frequenzy: 20
NamedEntity-Organisation: Allianz |frequenzy: 20
NamedEntity-Organisation: Tarifpartnern |frequenzy: 20
NamedEntity-Organisation: Union  |frequenzy: 20
NamedEntity-Organisation: Müller |frequenzy: 20
NamedEntity-Organisation: Erasmus-Programm |frequenzy: 20
NamedEntity-Organisation: UNESCO |frequenzy: 20
NamedEntity-Organisation: Super-GAU |frequenzy: 19
NamedEntity-Organisation: OlavGuttingCDU |frequenzy: 19
NamedEntity-Organisation: Airlines |frequenzy: 19
NamedEntity-Organisation: Warburg-Bank |frequenzy: 19
NamedEntity-Organisation: GRÜNENAnja Hajduk |frequenzy: 19
NamedEntity-Organisation: Kollege! |frequenzy: 19
NamedEntity-Organisation: HansjörgDurzCDU |frequenzy: 19
NamedEntity-Organisation: MarschallCDU |frequenzy: 19
NamedEntity-Organisation: Minister Seehofer |frequenzy: 19
NamedEntity-Organisation: GRÜNENClaudia |frequenzy: 19
NamedEntity-Organisation: Deutschen Instituts für Wirtschaftsforschung |frequenzy: 19
NamedEntity-Organisation: Bundesverband der Deutschen Industrie |frequenzy: 19
NamedEntity-Organisation: INF-Vertrag |frequenzy: 19
NamedEntity-Organisation: BUND |frequenzy: 19
NamedEntity-Organisation: Die Welt |frequenzy: 19
NamedEntity-Organisation: Sofortprogramm Saubere Luft |frequenzy: 19
NamedEntity-Organisation: EU-Ausland |frequenzy: 19
NamedEntity-Organisation: Bildung |frequenzy: 19
NamedEntity-Organisation: Verbraucherzentrale Bundesverband |frequenzy: 19
NamedEntity-Organisation: BfV |frequenzy: 19
NamedEntity-Organisation: Vision Zero |frequenzy: 19
NamedEntity-Organisation: Unterhaus |frequenzy: 19
NamedEntity-Organisation: FCAS |frequenzy: 19
NamedEntity-Organisation: VolkerMünzAfDVolker Münz |frequenzy: 19
NamedEntity-Organisation: Bundesarchiv |frequenzy: 19
NamedEntity-Organisation: Minister Heil |frequenzy: 19
NamedEntity-Organisation: Agentur zur Förderung von Sprunginnovationen |frequenzy: 18
NamedEntity-Organisation: deutschen Regierung |frequenzy: 18
NamedEntity-Organisation: Türkei |frequenzy: 18
NamedEntity-Organisation: liebe Grünen |frequenzy: 18
NamedEntity-Organisation: Bundesamt für Sicherheit |frequenzy: 18
NamedEntity-Organisation: EUTM |frequenzy: 18
NamedEntity-Organisation: Bundesnachrichtendienstes |frequenzy: 18
NamedEntity-Organisation: Human Rights Watch |frequenzy: 18
NamedEntity-Organisation: Bundesministerium der Justiz und für Verbraucherschutz |frequenzy: 18
NamedEntity-Organisation: GTAZ |frequenzy: 18
NamedEntity-Organisation: CSUDetlef |frequenzy: 18
NamedEntity-Organisation: AloisKarlCDU |frequenzy: 18
NamedEntity-Organisation: SAP |frequenzy: 18
NamedEntity-Organisation: SeppMüllerCDU |frequenzy: 18
NamedEntity-Organisation: BAAINBw |frequenzy: 18
NamedEntity-Organisation: Herr Amthor |frequenzy: 18
NamedEntity-Organisation: UTP-Richtlinie |frequenzy: 18
NamedEntity-Organisation: ElisabethWinkelmeier-BeckerCDU |frequenzy: 18
NamedEntity-Organisation: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung |frequenzy: 18
NamedEntity-Organisation: Bundesministerium für Bildung und Forschung |frequenzy: 18
NamedEntity-Organisation: Technische Hilfswerk |frequenzy: 18
NamedEntity-Organisation: Stiftung Warentest |frequenzy: 18
NamedEntity-Organisation: Microsoft |frequenzy: 18
NamedEntity-Organisation: Hoffnungsschimmer |frequenzy: 18
NamedEntity-Organisation: DetlefSeifCDU |frequenzy: 18
NamedEntity-Organisation: Die Bahn |frequenzy: 18
NamedEntity-Organisation: PDS |frequenzy: 18
NamedEntity-Organisation: Zeit des Nationalsozialismus |frequenzy: 18
NamedEntity-Organisation: UrsulaGroden-KranichCDU |frequenzy: 18
NamedEntity-Organisation: Liebe Bürger |frequenzy: 18
NamedEntity-Organisation: Klaus-PeterWillschCDU |frequenzy: 18
NamedEntity-Organisation: NGG |frequenzy: 18
NamedEntity-Organisation: Gesellschaft und Wirtschaft |frequenzy: 17
NamedEntity-Organisation: Lidl |frequenzy: 17
NamedEntity-Organisation: GRW |frequenzy: 17
NamedEntity-Organisation: KatjaMastSPDKatja Mast |frequenzy: 17
NamedEntity-Organisation: Institut für Arbeitsmarkt- und Berufsforschung |frequenzy: 17
NamedEntity-Organisation: Kollege Lehmann |frequenzy: 17
NamedEntity-Organisation: IOM |frequenzy: 17
NamedEntity-Organisation: GittaConnemannCDU |frequenzy: 17
NamedEntity-Organisation: Werter Herr |frequenzy: 17
NamedEntity-Organisation: Elterngeld Plus |frequenzy: 17
NamedEntity-Organisation: Konrad-Adenauer-Stiftung |frequenzy: 17
NamedEntity-Organisation: Autohersteller |frequenzy: 17
NamedEntity-Organisation: Präsident! Meine |frequenzy: 17
NamedEntity-Organisation: Hoteliers |frequenzy: 17
NamedEntity-Organisation: Recovery Fund |frequenzy: 17
NamedEntity-Organisation: Diskussionsprozess |frequenzy: 17
NamedEntity-Organisation: Opel |frequenzy: 17
NamedEntity-Organisation: Bundesministerin für Umwelt, Naturschutz |frequenzy: 17
NamedEntity-Organisation: Europäischen Rates |frequenzy: 17
NamedEntity-Organisation: Kreativen |frequenzy: 17
NamedEntity-Organisation: EEG-Umlage |frequenzy: 17
NamedEntity-Organisation: LTE |frequenzy: 17
NamedEntity-Organisation: Masterplan |frequenzy: 17
NamedEntity-Organisation: Frankfurter Allgemeinen Zeitung |frequenzy: 17
NamedEntity-Organisation: deutsche Steuerzahler |frequenzy: 17
NamedEntity-Organisation: Bundesminister der FinanzenParl |frequenzy: 17
NamedEntity-Organisation: Geschätzter Herr |frequenzy: 17
NamedEntity-Organisation: KSK |frequenzy: 17
NamedEntity-Organisation: nix |frequenzy: 16
NamedEntity-Organisation: Kohlekraftwerke |frequenzy: 16
NamedEntity-Organisation: DEHOGA |frequenzy: 16
NamedEntity-Organisation: Bundesministerium für Verkehr |frequenzy: 16
NamedEntity-Organisation: Vattenfall |frequenzy: 16
NamedEntity-Organisation: TKG |frequenzy: 16
NamedEntity-Organisation: PS |frequenzy: 16
NamedEntity-Organisation: UlrichOehmeAfDUlrich |frequenzy: 16
NamedEntity-Organisation: IngridArndt-BrauerSPDIngrid Arndt-Brauer |frequenzy: 16
NamedEntity-Organisation: Bundesministerium |frequenzy: 16
NamedEntity-Organisation: Bundesamt für Sicherheit in der Informationstechnik |frequenzy: 16
NamedEntity-Organisation: Europäischen Gerichtshofs für Menschenrechte |frequenzy: 16
NamedEntity-Organisation: China |frequenzy: 16
NamedEntity-Organisation: wir Freie Demokraten |frequenzy: 16
NamedEntity-Organisation: HDP |frequenzy: 16
NamedEntity-Organisation: Mieterbund |frequenzy: 16
NamedEntity-Organisation: EU-Außengrenzen |frequenzy: 16
NamedEntity-Organisation: EWG |frequenzy: 16
NamedEntity-Organisation: Bundesministerium der Justiz |frequenzy: 16
NamedEntity-Organisation: Bundeszentralamt für Steuern |frequenzy: 16
NamedEntity-Organisation: Präsidium! |frequenzy: 16
NamedEntity-Organisation: MarcusWeinbergCDU |frequenzy: 16
NamedEntity-Organisation: STIKO |frequenzy: 16
NamedEntity-Organisation: E-Fuels |frequenzy: 16
NamedEntity-Organisation: Bundesamt für Bevölkerungsschutz und Katastrophenhilfe |frequenzy: 16
NamedEntity-Organisation: NATO-Partner Türkei |frequenzy: 16
NamedEntity-Organisation: Staatssicherheit |frequenzy: 16
NamedEntity-Organisation: PV-Deckel |frequenzy: 16
NamedEntity-Organisation: EY |frequenzy: 16
NamedEntity-Organisation: Unsere Gesellschaft |frequenzy: 16
NamedEntity-Organisation: Golfstaaten |frequenzy: 16
NamedEntity-Organisation: Raumfahrt |frequenzy: 16
NamedEntity-Organisation: Europäischen Gerichtshof für Menschenrechte |frequenzy: 16
NamedEntity-Organisation: NABU |frequenzy: 16
NamedEntity-Organisation: CSUUrsula Groden-Kranich |frequenzy: 16
NamedEntity-Organisation: Spirale |frequenzy: 15
NamedEntity-Organisation: EU-Budget |frequenzy: 15
NamedEntity-Organisation: Verbrennungsmotors |frequenzy: 15
NamedEntity-Organisation: Bauernverband |frequenzy: 15
NamedEntity-Organisation: MatthiasHauerCDU |frequenzy: 15
NamedEntity-Organisation: EU-Ausländer |frequenzy: 15
NamedEntity-Organisation: YPG |frequenzy: 15
NamedEntity-Organisation: UweSchummerCDU |frequenzy: 15
NamedEntity-Organisation: Organspenden |frequenzy: 15
NamedEntity-Organisation: Luftwaffe |frequenzy: 15
NamedEntity-Organisation: Liebe Union |frequenzy: 15
NamedEntity-Organisation: EU-Gipfel |frequenzy: 15
NamedEntity-Organisation: DPR |frequenzy: 15
NamedEntity-Organisation: Kurs |frequenzy: 15
NamedEntity-Organisation: Deutsche Richterbund |frequenzy: 15
NamedEntity-Organisation: HeidrunBluhm-FörsterDIE |frequenzy: 15
NamedEntity-Organisation: Deutsche Mieterbund |frequenzy: 15
NamedEntity-Organisation: Werkbank |frequenzy: 15
NamedEntity-Organisation: Reichstag |frequenzy: 15
NamedEntity-Organisation: Europarecht |frequenzy: 15
NamedEntity-Organisation: ChristianPetrySPDChristian Petry |frequenzy: 15
NamedEntity-Organisation: Deutschen Bundesbank |frequenzy: 15
NamedEntity-Organisation: Mercedes |frequenzy: 15
NamedEntity-Organisation: Deutsche Bundesbank |frequenzy: 15
NamedEntity-Organisation: Deutsche Post |frequenzy: 15
NamedEntity-Organisation: VriesCDU |frequenzy: 15
NamedEntity-Organisation: AfA |frequenzy: 15
NamedEntity-Organisation: EU-Bürgerinnen |frequenzy: 15
NamedEntity-Organisation: Zentralrat der Juden |frequenzy: 15
NamedEntity-Organisation: Monsanto |frequenzy: 15
NamedEntity-Organisation: EU-Außengrenze |frequenzy: 15
NamedEntity-Organisation: TÜV |frequenzy: 15
NamedEntity-Organisation: AndreasSteierCDU |frequenzy: 15
NamedEntity-Organisation: Bundesministeriums für Arbeit und Soziales |frequenzy: 15
NamedEntity-Organisation: ChristineAschenberg-DugnusFDPChristine Aschenberg-Dugnus |frequenzy: 15
NamedEntity-Organisation: BlackRock |frequenzy: 15
NamedEntity-Organisation: Herren! |frequenzy: 15
NamedEntity-Organisation: deutschen Gesellschaft |frequenzy: 15
NamedEntity-Organisation: Élysée-Vertrags |frequenzy: 15
NamedEntity-Organisation: Zentrale Innovationsprogramm Mittelstand |frequenzy: 15
NamedEntity-Organisation: Russia Today |frequenzy: 14
NamedEntity-Organisation: Nationalversammlung |frequenzy: 14
NamedEntity-Organisation: GEW |frequenzy: 14
NamedEntity-Organisation: Spiegel Online |frequenzy: 14
NamedEntity-Organisation: Internationale Währungsfonds |frequenzy: 14
NamedEntity-Organisation: Ausschusses für Arbeit und Soziales |frequenzy: 14
NamedEntity-Organisation: Jugendherbergen |frequenzy: 14
NamedEntity-Organisation: Kollege Amthor |frequenzy: 14
NamedEntity-Organisation: Deutschen Instituts für Menschenrechte |frequenzy: 14
NamedEntity-Organisation: Souveräns |frequenzy: 14
NamedEntity-Organisation: irakischen Streitkräfte |frequenzy: 14
NamedEntity-Organisation: WDR |frequenzy: 14
NamedEntity-Organisation: Katar |frequenzy: 14
NamedEntity-Organisation: Haus- |frequenzy: 14
NamedEntity-Organisation: Bundesministeriums für Ernährung und Landwirtschaft |frequenzy: 14
NamedEntity-Organisation: ILO |frequenzy: 14
NamedEntity-Organisation: Budget für Arbeit |frequenzy: 14
NamedEntity-Organisation: Peene-Werft |frequenzy: 14
NamedEntity-Organisation: Parl |frequenzy: 14
NamedEntity-Organisation: BDS-Bewegung |frequenzy: 14
NamedEntity-Organisation: Resümee |frequenzy: 14
NamedEntity-Organisation: YvonneMagwasCDU |frequenzy: 14
NamedEntity-Organisation: BMVI |frequenzy: 14
NamedEntity-Organisation: LINKEN |frequenzy: 14
NamedEntity-Organisation: Belarus |frequenzy: 14
NamedEntity-Organisation: Impfdosen |frequenzy: 14
NamedEntity-Organisation: Hotspots |frequenzy: 14
NamedEntity-Organisation: britischen Unterhaus |frequenzy: 14
NamedEntity-Organisation: Europäischen Gemeinschaft |frequenzy: 14
NamedEntity-Organisation: Europäische Gerichtshof für Menschenrechte |frequenzy: 14
NamedEntity-Organisation: Black Friday |frequenzy: 14
NamedEntity-Organisation: Der Spiegel |frequenzy: 14
NamedEntity-Organisation: Heeres |frequenzy: 14
NamedEntity-Organisation: TUI |frequenzy: 14
NamedEntity-Organisation: CRISPR |frequenzy: 14
NamedEntity-Organisation: Nachbarkontinent Afrika |frequenzy: 14
NamedEntity-Organisation: Die Grünen? |frequenzy: 14
NamedEntity-Organisation: AA |frequenzy: 14
NamedEntity-Organisation: Volkskammer |frequenzy: 14
NamedEntity-Organisation: US-Truppen |frequenzy: 14
NamedEntity-Organisation: Fraunhofer-Institut |frequenzy: 14
NamedEntity-Organisation: GRÜNENMonika |frequenzy: 13
NamedEntity-Organisation: Inklusion |frequenzy: 13
NamedEntity-Organisation: FlorianOßnerCDU |frequenzy: 13
NamedEntity-Organisation: ZDH |frequenzy: 13
NamedEntity-Organisation: Europäische Union  |frequenzy: 13
NamedEntity-Organisation: AbercronStephan |frequenzy: 13
NamedEntity-Organisation: Bundesministerium der Verteidigung |frequenzy: 13
NamedEntity-Organisation: Justizministeriums |frequenzy: 13
NamedEntity-Organisation: Kapschack |frequenzy: 13
NamedEntity-Organisation: Innovationskraft |frequenzy: 13
NamedEntity-Organisation: Prinzips |frequenzy: 13
NamedEntity-Organisation: Geehrte |frequenzy: 13
NamedEntity-Organisation: Deutsche Krankenhausgesellschaft |frequenzy: 13
NamedEntity-Organisation: Europäischen Parlamentes |frequenzy: 13
NamedEntity-Organisation: Amthor |frequenzy: 13
NamedEntity-Organisation: Treuhandanstalt |frequenzy: 13
NamedEntity-Organisation: Canan Bayram |frequenzy: 13
NamedEntity-Organisation: EU-Vertrag |frequenzy: 13
NamedEntity-Organisation: Bundesministeriums |frequenzy: 13
NamedEntity-Organisation: Zeit Online |frequenzy: 13
NamedEntity-Organisation: BDEW |frequenzy: 13
NamedEntity-Organisation: Caren Lay |frequenzy: 13
NamedEntity-Organisation: Dr ClaudiaSchmidtkeCDU |frequenzy: 13
NamedEntity-Organisation: Entwicklungsministerium |frequenzy: 13
NamedEntity-Organisation: libanesischen Marine |frequenzy: 13
NamedEntity-Organisation: NikolasLöbelCDU |frequenzy: 13
NamedEntity-Organisation: EU-Geldern |frequenzy: 13
NamedEntity-Organisation: Meister |frequenzy: 13
NamedEntity-Organisation: libanesische Marine |frequenzy: 13
NamedEntity-Organisation: Nationale Wasserstoffstrategie |frequenzy: 13
NamedEntity-Organisation: Instituts der deutschen Wirtschaft |frequenzy: 13
NamedEntity-Organisation: ÖGD |frequenzy: 13
NamedEntity-Organisation: MarkusKoobCDU |frequenzy: 13
NamedEntity-Organisation: Bundesminister für GesundheitParl |frequenzy: 13
NamedEntity-Organisation: Die Grünen der |frequenzy: 13
NamedEntity-Organisation: Gewerkschaft der Polizei |frequenzy: 13
NamedEntity-Organisation: Technischen Hilfswerk |frequenzy: 13
NamedEntity-Organisation: KI-Anwendungen |frequenzy: 13
NamedEntity-Organisation: Bundesministeriums für Gesundheit |frequenzy: 13
NamedEntity-Organisation: EU-Institutionen |frequenzy: 13
NamedEntity-Organisation: Porsche |frequenzy: 13
NamedEntity-Organisation: Jahr! |frequenzy: 13
NamedEntity-Organisation: Laptops |frequenzy: 13
NamedEntity-Organisation: Antrags der Linken |frequenzy: 13
NamedEntity-Organisation: PKS |frequenzy: 13
NamedEntity-Organisation: Bundesminister für Arbeit und |frequenzy: 13
NamedEntity-Organisation: IS-Terror |frequenzy: 13
NamedEntity-Organisation: CSUAlois |frequenzy: 13
NamedEntity-Organisation: Verehrtes |frequenzy: 13
NamedEntity-Organisation: EU-Prospektverordnung |frequenzy: 13
NamedEntity-Organisation: Bundesministerium für Familie |frequenzy: 13
NamedEntity-Organisation: Jungen Union |frequenzy: 12
NamedEntity-Organisation: Deutschen Bundestages  |frequenzy: 12
NamedEntity-Organisation: Good Governance |frequenzy: 12
NamedEntity-Organisation: Deutschen Anwaltvereins |frequenzy: 12
NamedEntity-Organisation: EU-Bürgern |frequenzy: 12
NamedEntity-Organisation: BImA |frequenzy: 12
NamedEntity-Organisation: Verbraucherschutzes |frequenzy: 12
NamedEntity-Organisation: AKP |frequenzy: 12
NamedEntity-Organisation: Lebensrealität |frequenzy: 12
NamedEntity-Organisation: Heidenblut |frequenzy: 12
NamedEntity-Organisation: AumerDorothee BärThomas BareißNorbert |frequenzy: 12
NamedEntity-Organisation: Deutschen Gewerkschaftsbund |frequenzy: 12
NamedEntity-Organisation: UNRWA |frequenzy: 12
NamedEntity-Organisation: Deutschen Bundestag! |frequenzy: 12
NamedEntity-Organisation: Den Grünen |frequenzy: 12
NamedEntity-Organisation: EU-Sanktionen |frequenzy: 12
NamedEntity-Organisation: ÖPP |frequenzy: 12
NamedEntity-Organisation: EU-Kommissarin |frequenzy: 12
NamedEntity-Organisation: Bundesministeriums für wirtschaftliche Zusammenarbeit und Entwicklung |frequenzy: 12
NamedEntity-Organisation: Bundesministeriums für Bildung und Forschung |frequenzy: 12
NamedEntity-Organisation: europäischen Werten |frequenzy: 12
NamedEntity-Organisation: Tag! |frequenzy: 12
NamedEntity-Organisation: SS |frequenzy: 12
NamedEntity-Organisation: demokratische Partei |frequenzy: 12
NamedEntity-Organisation: BEPS |frequenzy: 12
NamedEntity-Organisation: irakischen Parlaments |frequenzy: 12
NamedEntity-Organisation: deutschen Marine |frequenzy: 12
NamedEntity-Organisation: Bundesforschungsministerium |frequenzy: 12
NamedEntity-Organisation: EU-Partnern |frequenzy: 12
NamedEntity-Organisation: EMA |frequenzy: 12
NamedEntity-Organisation: katholische Kirche |frequenzy: 12
