NamedEntity-Miscellanies: deutschen |frequenzy: 875
NamedEntity-Miscellanies: Süddeutschen Zeitung |frequenzy: 5
NamedEntity-Miscellanies: Europäischen Menschenrechtskonvention |frequenzy: 5
NamedEntity-Miscellanies: Insolvenzwelle |frequenzy: 5
NamedEntity-Miscellanies: FDP-Antrags |frequenzy: 5
NamedEntity-Miscellanies: sozialdemokratischer |frequenzy: 5
NamedEntity-Miscellanies: China  |frequenzy: 5
NamedEntity-Miscellanies: Europa  |frequenzy: 5
NamedEntity-Miscellanies: SGB III |frequenzy: 5
NamedEntity-Miscellanies: Flüchtlingskrise |frequenzy: 5
NamedEntity-Miscellanies: Dr AndreasLenzCDU |frequenzy: 5
NamedEntity-Miscellanies: Völkerwanderung |frequenzy: 5
NamedEntity-Miscellanies: Pakt für Forschung und Innovation |frequenzy: 5
NamedEntity-Miscellanies: Taxi |frequenzy: 5
NamedEntity-Miscellanies: Marine |frequenzy: 5
NamedEntity-Miscellanies: Kanälen |frequenzy: 5
NamedEntity-Miscellanies: Innenausschusses |frequenzy: 5
NamedEntity-Miscellanies: Annen |frequenzy: 5
NamedEntity-Miscellanies: Tonne CO2 |frequenzy: 5
NamedEntity-Miscellanies: JCPoA |frequenzy: 5
NamedEntity-Miscellanies: Ihr Geheimnis |frequenzy: 5
NamedEntity-Miscellanies: Corona-Steuerhilfegesetz |frequenzy: 5
NamedEntity-Miscellanies: Aufenthaltsgesetz |frequenzy: 5
NamedEntity-Miscellanies: MINT-Fächer |frequenzy: 5
NamedEntity-Miscellanies: Intoleranz |frequenzy: 5
NamedEntity-Miscellanies: Ersten Weltkrieges |frequenzy: 5
NamedEntity-Miscellanies: Soziale |frequenzy: 5
NamedEntity-Miscellanies: Dieselskandal |frequenzy: 5
NamedEntity-Miscellanies: Liebe Zuhörer |frequenzy: 5
NamedEntity-Miscellanies: Arbeitslosengeld II |frequenzy: 5
NamedEntity-Miscellanies: Hunger |frequenzy: 5
NamedEntity-Miscellanies: Dr Karl-HeinzBrunnerSPDDr |frequenzy: 5
NamedEntity-Miscellanies: Hidden Champions |frequenzy: 5
NamedEntity-Miscellanies: britischer |frequenzy: 5
NamedEntity-Miscellanies: Wall Street Journal |frequenzy: 5
NamedEntity-Miscellanies: Ihr Weltbild |frequenzy: 5
NamedEntity-Miscellanies: KSZE |frequenzy: 5
NamedEntity-Miscellanies: Dritten Reich |frequenzy: 5
NamedEntity-Miscellanies: deutscher Sprache |frequenzy: 5
NamedEntity-Miscellanies: CO2-Reduktion |frequenzy: 5
NamedEntity-Miscellanies: Unermessliche |frequenzy: 5
NamedEntity-Miscellanies: Temperaturanstieg |frequenzy: 5
NamedEntity-Miscellanies: Hochschulpakt |frequenzy: 5
NamedEntity-Miscellanies: Verkehrswende |frequenzy: 5
NamedEntity-Miscellanies: jüdisches |frequenzy: 5
NamedEntity-Miscellanies: SGB V |frequenzy: 5
NamedEntity-Miscellanies: CO 2 -Ausstoßes |frequenzy: 5
NamedEntity-Miscellanies: Absatz  |frequenzy: 5
NamedEntity-Miscellanies: Mut zur Wahrheit |frequenzy: 5
NamedEntity-Miscellanies: EWF |frequenzy: 5
NamedEntity-Miscellanies: iranischer |frequenzy: 5
NamedEntity-Miscellanies: Islamische |frequenzy: 5
NamedEntity-Miscellanies: Süddeutsche Zeitung |frequenzy: 5
NamedEntity-Miscellanies: Reusch |frequenzy: 5
NamedEntity-Miscellanies: Jahr 2030 |frequenzy: 5
NamedEntity-Miscellanies: Die Familie |frequenzy: 5
NamedEntity-Miscellanies: Europäische |frequenzy: 5
NamedEntity-Miscellanies: russischer |frequenzy: 5
NamedEntity-Miscellanies: Unser Land |frequenzy: 5
NamedEntity-Miscellanies: CSUJohannes |frequenzy: 5
NamedEntity-Miscellanies: Tag  |frequenzy: 5
NamedEntity-Miscellanies: ukrainischen |frequenzy: 5
NamedEntity-Miscellanies: Next Generation EU |frequenzy: 5
NamedEntity-Miscellanies: Sanktionen gegen |frequenzy: 5
NamedEntity-Miscellanies: Robert-Koch-Instituts |frequenzy: 5
NamedEntity-Miscellanies: Kohleausstiegs |frequenzy: 5
NamedEntity-Miscellanies: Gutes |frequenzy: 5
NamedEntity-Miscellanies: Preissteigerungen |frequenzy: 5
NamedEntity-Miscellanies: AfD-Bundestagsfraktion |frequenzy: 5
NamedEntity-Miscellanies: Des Weiteren |frequenzy: 5
NamedEntity-Miscellanies: Jude |frequenzy: 5
NamedEntity-Miscellanies: Atomgesetzes |frequenzy: 5
NamedEntity-Miscellanies: Der letzte Redner |frequenzy: 5
NamedEntity-Miscellanies: sowjetischen |frequenzy: 5
NamedEntity-Miscellanies: Quatsch |frequenzy: 5
NamedEntity-Miscellanies: Demokratiegeschichte |frequenzy: 5
NamedEntity-Miscellanies: Bundestagswahl  |frequenzy: 5
NamedEntity-Miscellanies: Aktion |frequenzy: 5
NamedEntity-Miscellanies: Minister Scholz |frequenzy: 5
NamedEntity-Miscellanies: GRÜNENMatthias |frequenzy: 5
NamedEntity-Miscellanies: islamistischer |frequenzy: 5
NamedEntity-Miscellanies: Dr  Jens Brandenburg |frequenzy: 5
NamedEntity-Miscellanies: sächsische |frequenzy: 5
NamedEntity-Miscellanies: PSPP |frequenzy: 4
NamedEntity-Miscellanies: Klageregister |frequenzy: 4
NamedEntity-Miscellanies: ForschungBundesministerin |frequenzy: 4
NamedEntity-Miscellanies: Absprachen |frequenzy: 4
NamedEntity-Miscellanies: CO2-Minderung |frequenzy: 4
NamedEntity-Miscellanies: dem Krieg |frequenzy: 4
NamedEntity-Miscellanies: Altmaier  |frequenzy: 4
NamedEntity-Miscellanies: Einzelplan 10 |frequenzy: 4
NamedEntity-Miscellanies: Ukrainer |frequenzy: 4
NamedEntity-Miscellanies: christliches |frequenzy: 4
NamedEntity-Miscellanies: Durchschnittslohn |frequenzy: 4
NamedEntity-Miscellanies: besprechen |frequenzy: 4
NamedEntity-Miscellanies: tariflichen |frequenzy: 4
NamedEntity-Miscellanies: Mehrwertsteuersatzes |frequenzy: 4
NamedEntity-Miscellanies: Delegationsreise |frequenzy: 4
NamedEntity-Miscellanies: Freitagnachmittag |frequenzy: 4
NamedEntity-Miscellanies: CSUFritz |frequenzy: 4
NamedEntity-Miscellanies: CarenLayDIE LINKECaren Lay |frequenzy: 4
NamedEntity-Miscellanies: serbische |frequenzy: 4
NamedEntity-Miscellanies: Charta von Paris |frequenzy: 4
NamedEntity-Miscellanies: Dumm |frequenzy: 4
NamedEntity-Miscellanies: tschechischen |frequenzy: 4
NamedEntity-Miscellanies: Arbeit-von-morgen-Gesetz |frequenzy: 4
NamedEntity-Miscellanies: 20  Jahrhunderts |frequenzy: 4
NamedEntity-Miscellanies: Massenmord |frequenzy: 4
NamedEntity-Miscellanies: irgendwas |frequenzy: 4
NamedEntity-Miscellanies: ägyptischen |frequenzy: 4
NamedEntity-Miscellanies: Made in Germany |frequenzy: 4
NamedEntity-Miscellanies: GRÜNENMargit |frequenzy: 4
NamedEntity-Miscellanies: niederländischen |frequenzy: 4
NamedEntity-Miscellanies: Telemediengesetz |frequenzy: 4
NamedEntity-Miscellanies: Euros |frequenzy: 4
NamedEntity-Miscellanies: CSU- |frequenzy: 4
NamedEntity-Miscellanies: Bankenunion |frequenzy: 4
NamedEntity-Miscellanies: Im Jahr 2016 |frequenzy: 4
NamedEntity-Miscellanies: OECD-Vergleich |frequenzy: 4
NamedEntity-Miscellanies: Solidarpakts II |frequenzy: 4
NamedEntity-Miscellanies: Religionsausübung |frequenzy: 4
NamedEntity-Miscellanies: Deutschen Städtetages |frequenzy: 4
NamedEntity-Miscellanies: Stuttgart  |frequenzy: 4
NamedEntity-Miscellanies: katholische |frequenzy: 4
NamedEntity-Miscellanies: Fest |frequenzy: 4
NamedEntity-Miscellanies: Charta der Vereinten Nationen |frequenzy: 4
NamedEntity-Miscellanies: Verbrennungsmotors |frequenzy: 4
NamedEntity-Miscellanies: Allgemeine Erklärung der Menschenrechte |frequenzy: 4
NamedEntity-Miscellanies: CO2-Einsparung |frequenzy: 4
NamedEntity-Miscellanies: EU-Ratspräsidentschaft |frequenzy: 4
NamedEntity-Miscellanies: Tatbestände |frequenzy: 4
NamedEntity-Miscellanies: JuliaKlöcknerBundesministerin |frequenzy: 4
NamedEntity-Miscellanies: Wissenschaftskommunikation |frequenzy: 4
NamedEntity-Miscellanies: Radwege |frequenzy: 4
NamedEntity-Miscellanies: Insektenschutz |frequenzy: 4
NamedEntity-Miscellanies: bürgerfreundliche |frequenzy: 4
NamedEntity-Miscellanies: Gebäudeenergiegesetz |frequenzy: 4
NamedEntity-Miscellanies: Migrationskrise |frequenzy: 4
NamedEntity-Miscellanies: rumänischen |frequenzy: 4
NamedEntity-Miscellanies: PCR-Test |frequenzy: 4
NamedEntity-Miscellanies: Lebensunterhalts |frequenzy: 4
NamedEntity-Miscellanies: Familienarbeit |frequenzy: 4
NamedEntity-Miscellanies: Tut mir leid |frequenzy: 4
NamedEntity-Miscellanies: Kleingedruckten |frequenzy: 4
NamedEntity-Miscellanies: GVFG |frequenzy: 4
NamedEntity-Miscellanies: LINKEEva-Maria |frequenzy: 4
NamedEntity-Miscellanies: Handwerksbetriebe |frequenzy: 4
NamedEntity-Miscellanies: Chaos |frequenzy: 4
NamedEntity-Miscellanies: Ihres Hauses |frequenzy: 4
NamedEntity-Miscellanies: Christenverfolgung |frequenzy: 4
NamedEntity-Miscellanies: Meister |frequenzy: 4
NamedEntity-Miscellanies: Chrupalla |frequenzy: 4
NamedEntity-Miscellanies: Steckdose |frequenzy: 4
NamedEntity-Miscellanies: Atomgesetz |frequenzy: 4
NamedEntity-Miscellanies: Rednern |frequenzy: 4
NamedEntity-Miscellanies: CO2-Senken |frequenzy: 4
NamedEntity-Miscellanies: Rentenpakt |frequenzy: 4
NamedEntity-Miscellanies: GRÜNENLisa |frequenzy: 4
NamedEntity-Miscellanies: Meine Redezeit |frequenzy: 4
NamedEntity-Miscellanies: Brexit-Übergangsgesetz |frequenzy: 4
NamedEntity-Miscellanies: unerträglicher |frequenzy: 4
NamedEntity-Miscellanies: marokkanischen |frequenzy: 4
NamedEntity-Miscellanies: Bayram |frequenzy: 4
NamedEntity-Miscellanies: Parlamentarischen Versammlung |frequenzy: 4
NamedEntity-Miscellanies: Qualitätsstandards |frequenzy: 4
NamedEntity-Miscellanies: INF-Vertrages |frequenzy: 4
NamedEntity-Miscellanies: Mein letzter Satz |frequenzy: 4
NamedEntity-Miscellanies: Händchen |frequenzy: 4
NamedEntity-Miscellanies: FDP-Fraktion Bijan Djir-Sarai |frequenzy: 4
NamedEntity-Miscellanies: Das Zweite |frequenzy: 4
NamedEntity-Miscellanies: ran |frequenzy: 4
NamedEntity-Miscellanies: Herren Kollegen! |frequenzy: 4
NamedEntity-Miscellanies: katholischen |frequenzy: 4
NamedEntity-Miscellanies: Meine lieben Kolleginnen und Kollegen! |frequenzy: 4
NamedEntity-Miscellanies: Tschernobyl |frequenzy: 4
NamedEntity-Miscellanies: Open Data |frequenzy: 4
NamedEntity-Miscellanies: Bundesbürger |frequenzy: 4
NamedEntity-Miscellanies: Jung |frequenzy: 4
NamedEntity-Miscellanies: Merkel-Regierung |frequenzy: 4
NamedEntity-Miscellanies: Minister Altmaier |frequenzy: 4
NamedEntity-Miscellanies: Bankbilanzen |frequenzy: 4
NamedEntity-Miscellanies: Mercosur-Abkommen |frequenzy: 4
NamedEntity-Miscellanies: Bundesbeteiligung |frequenzy: 4
NamedEntity-Miscellanies: gleichgeschlechtliche |frequenzy: 4
NamedEntity-Miscellanies: Euro-Gruppe |frequenzy: 4
NamedEntity-Miscellanies: Pkw-Verkehr |frequenzy: 4
NamedEntity-Miscellanies: hessischen |frequenzy: 4
NamedEntity-Miscellanies: Waldes |frequenzy: 4
NamedEntity-Miscellanies: Corona-App |frequenzy: 4
NamedEntity-Miscellanies: Einzelplan 11 |frequenzy: 4
NamedEntity-Miscellanies: Operation Atalanta |frequenzy: 4
NamedEntity-Miscellanies: MartinHessAfDMartin Hess |frequenzy: 4
NamedEntity-Miscellanies: Kurses |frequenzy: 4
NamedEntity-Miscellanies: Kleinwaffen |frequenzy: 4
NamedEntity-Miscellanies: griechischer |frequenzy: 4
NamedEntity-Miscellanies: Arzneimittelgesetz |frequenzy: 4
NamedEntity-Miscellanies: libanesische |frequenzy: 4
NamedEntity-Miscellanies: Euro  |frequenzy: 4
NamedEntity-Miscellanies: Vorwärts |frequenzy: 4
NamedEntity-Miscellanies: SDGs |frequenzy: 4
NamedEntity-Miscellanies: Friedlichen Revolution |frequenzy: 4
NamedEntity-Miscellanies: Einsatzbereitschaft der Bundeswehr |frequenzy: 4
NamedEntity-Miscellanies: Bundesteilhabegesetz |frequenzy: 4
NamedEntity-Miscellanies: Dr FranziskaGiffeyBundesministerin für Familie |frequenzy: 4
NamedEntity-Miscellanies: Bundesärztekammer |frequenzy: 4
NamedEntity-Miscellanies: vermeintliches |frequenzy: 4
NamedEntity-Miscellanies: Wohlverhalten |frequenzy: 4
NamedEntity-Miscellanies: Wären |frequenzy: 4
NamedEntity-Miscellanies: Financial Intelligence Unit |frequenzy: 4
NamedEntity-Miscellanies: Beweises |frequenzy: 4
NamedEntity-Miscellanies: Jahr 2030 |frequenzy: 4
NamedEntity-Miscellanies: Deutschen  |frequenzy: 4
NamedEntity-Miscellanies: Jemen-Krieg |frequenzy: 4
NamedEntity-Miscellanies: Karlsruher |frequenzy: 4
NamedEntity-Miscellanies: Beamtinnen |frequenzy: 4
NamedEntity-Miscellanies: Sie unser Land |frequenzy: 4
NamedEntity-Miscellanies: Schlimm |frequenzy: 4
NamedEntity-Miscellanies: Dauer-Lockdown |frequenzy: 4
NamedEntity-Miscellanies: CSUThorsten |frequenzy: 4
NamedEntity-Miscellanies: Hohes |frequenzy: 4
NamedEntity-Miscellanies: Kein Wort |frequenzy: 4
NamedEntity-Miscellanies: Hartz-IV-Sätze |frequenzy: 4
NamedEntity-Miscellanies: Serben |frequenzy: 4
NamedEntity-Miscellanies: angemessener Zeit |frequenzy: 4
NamedEntity-Miscellanies: Untersuchungsausschusses |frequenzy: 4
NamedEntity-Miscellanies: GRÜNENBritta |frequenzy: 4
NamedEntity-Miscellanies: Parlamentarischen Rat |frequenzy: 4
NamedEntity-Miscellanies: Vertrag von Lissabon |frequenzy: 4
NamedEntity-Miscellanies: Deutsche Einheit |frequenzy: 4
NamedEntity-Miscellanies: Irakkrieg |frequenzy: 4
NamedEntity-Miscellanies: Auswärtige |frequenzy: 4
NamedEntity-Miscellanies: Arabisch |frequenzy: 4
NamedEntity-Miscellanies: deutschsprachige |frequenzy: 4
NamedEntity-Miscellanies: Judentum |frequenzy: 4
NamedEntity-Miscellanies: Syrern |frequenzy: 4
NamedEntity-Miscellanies: ordnungspolitische |frequenzy: 4
NamedEntity-Miscellanies: Dr  Eberhard Brecht |frequenzy: 4
NamedEntity-Miscellanies: Einzelplan 16 |frequenzy: 4
NamedEntity-Miscellanies: Leipziger |frequenzy: 4
NamedEntity-Miscellanies: GRÜNENCanan |frequenzy: 4
NamedEntity-Miscellanies: BMELJulia |frequenzy: 4
NamedEntity-Miscellanies: Bedürfnisprüfung |frequenzy: 4
NamedEntity-Miscellanies: Stuttgarter |frequenzy: 4
NamedEntity-Miscellanies: Kommunikationsprozess |frequenzy: 4
NamedEntity-Miscellanies: Euro im Jahr  |frequenzy: 4
NamedEntity-Miscellanies: DRG-System |frequenzy: 4
NamedEntity-Miscellanies: Kairoer Erklärung |frequenzy: 4
NamedEntity-Miscellanies: Mütterrente II |frequenzy: 4
NamedEntity-Miscellanies: Pfusch |frequenzy: 4
NamedEntity-Miscellanies: Frieden in der Region |frequenzy: 4
NamedEntity-Miscellanies: ALG II |frequenzy: 4
NamedEntity-Miscellanies: Jahr 2022 |frequenzy: 4
NamedEntity-Miscellanies: Allgemeinen Erklärung der Menschenrechte |frequenzy: 4
NamedEntity-Miscellanies: Vertrags |frequenzy: 4
NamedEntity-Miscellanies: Wir Frauen |frequenzy: 4
NamedEntity-Miscellanies: Parlamentarischen Staatssekretär |frequenzy: 4
NamedEntity-Miscellanies: Münchener |frequenzy: 4
NamedEntity-Miscellanies: Überfall auf die Sowjetunion |frequenzy: 4
NamedEntity-Miscellanies: MarcusBühlAfDMarcus Bühl |frequenzy: 4
NamedEntity-Miscellanies: Pakt für Flüchtlinge |frequenzy: 4
NamedEntity-Miscellanies: BMBFAnja |frequenzy: 4
NamedEntity-Miscellanies: unsäglichen |frequenzy: 4
NamedEntity-Miscellanies: Existenzrecht Israels |frequenzy: 4
NamedEntity-Miscellanies: Klimahysterie |frequenzy: 4
NamedEntity-Miscellanies: ISIS |frequenzy: 4
NamedEntity-Miscellanies: UweKekeritzBÜNDNIS 90/ |frequenzy: 4
NamedEntity-Miscellanies: Reporter ohne Grenzen |frequenzy: 4
NamedEntity-Miscellanies: DorisAchelwilmDIE LINKEDoris |frequenzy: 4
NamedEntity-Miscellanies: Fußball-WM |frequenzy: 4
NamedEntity-Miscellanies: Bildungsnation |frequenzy: 4
NamedEntity-Miscellanies: CSUAxel |frequenzy: 4
NamedEntity-Miscellanies: Kosovo |frequenzy: 4
NamedEntity-Miscellanies: Französisch |frequenzy: 4
NamedEntity-Miscellanies: G 7 |frequenzy: 4
NamedEntity-Miscellanies: Betäubungsmittelgesetz |frequenzy: 4
NamedEntity-Miscellanies: JochenHaugAfDJochen Haug |frequenzy: 4
NamedEntity-Miscellanies: Covid-19  |frequenzy: 4
NamedEntity-Miscellanies: 5G-Netz |frequenzy: 3
NamedEntity-Miscellanies: Parlamentarischen Staatssekretärs |frequenzy: 3
NamedEntity-Miscellanies: tue ich |frequenzy: 3
NamedEntity-Miscellanies: Diesel |frequenzy: 3
NamedEntity-Miscellanies: spanische |frequenzy: 3
NamedEntity-Miscellanies: MargitStumppBÜNDNIS 90 |frequenzy: 3
NamedEntity-Miscellanies: CSUCarsten |frequenzy: 3
NamedEntity-Miscellanies: Küstenwache |frequenzy: 3
NamedEntity-Miscellanies: Kampfes |frequenzy: 3
NamedEntity-Miscellanies: Olympischen Spiele |frequenzy: 3
NamedEntity-Miscellanies: Meine Zeit |frequenzy: 3
NamedEntity-Miscellanies: Partnern |frequenzy: 3
NamedEntity-Miscellanies: Impfstoffs |frequenzy: 3
NamedEntity-Miscellanies: unglaublicher |frequenzy: 3
NamedEntity-Miscellanies: NATO-Partnern |frequenzy: 3
NamedEntity-Miscellanies: Nord Stream |frequenzy: 3
NamedEntity-Miscellanies: Im Jahr 2017 |frequenzy: 3
NamedEntity-Miscellanies: Ausbildungswege |frequenzy: 3
NamedEntity-Miscellanies: Mittelstandes |frequenzy: 3
NamedEntity-Miscellanies: Fünfprozenthürde |frequenzy: 3
NamedEntity-Miscellanies: WM |frequenzy: 3
NamedEntity-Miscellanies: Basistarif |frequenzy: 3
NamedEntity-Miscellanies: Bundesfinanzminister Scholz |frequenzy: 3
NamedEntity-Miscellanies: BarthleMaik BeermannManfred |frequenzy: 3
NamedEntity-Miscellanies: KarstenMöringCDU/CSUKarsten Möring |frequenzy: 3
NamedEntity-Miscellanies: Wohnungsmarktes |frequenzy: 3
NamedEntity-Miscellanies: Schuldenmachen |frequenzy: 3
NamedEntity-Miscellanies: NO x |frequenzy: 3
NamedEntity-Miscellanies: Jahr 2021 |frequenzy: 3
NamedEntity-Miscellanies: 70er-Jahre |frequenzy: 3
NamedEntity-Miscellanies: Jahr 2019 |frequenzy: 3
NamedEntity-Miscellanies: kanadischen |frequenzy: 3
NamedEntity-Miscellanies: S&K |frequenzy: 3
NamedEntity-Miscellanies: Totschläger |frequenzy: 3
NamedEntity-Miscellanies: CO2-Ausstoß Deutschlands |frequenzy: 3
NamedEntity-Miscellanies: Überfall auf Polen |frequenzy: 3
NamedEntity-Miscellanies: Nährboden |frequenzy: 3
NamedEntity-Miscellanies: Jahr 2005 |frequenzy: 3
NamedEntity-Miscellanies: Stückchen |frequenzy: 3
NamedEntity-Miscellanies: Daseinsvorsorge |frequenzy: 3
NamedEntity-Miscellanies: Respekts |frequenzy: 3
NamedEntity-Miscellanies: belgischen |frequenzy: 3
NamedEntity-Miscellanies: Aussprache 1   |frequenzy: 3
NamedEntity-Miscellanies: elementar |frequenzy: 3
NamedEntity-Miscellanies: Hallo |frequenzy: 3
NamedEntity-Miscellanies: Zensur im Internet |frequenzy: 3
NamedEntity-Miscellanies: DAX-Konzern |frequenzy: 3
NamedEntity-Miscellanies: indische |frequenzy: 3
NamedEntity-Miscellanies: Geordnete-Rückkehr-Gesetz |frequenzy: 3
NamedEntity-Miscellanies: Die schwarze Null |frequenzy: 3
NamedEntity-Miscellanies: Bundespolizeigesetz |frequenzy: 3
NamedEntity-Miscellanies: EIB |frequenzy: 3
NamedEntity-Miscellanies: Dr PatrickSensburgCDU |frequenzy: 3
NamedEntity-Miscellanies: kürzester Zeit |frequenzy: 3
NamedEntity-Miscellanies: geradestehen |frequenzy: 3
NamedEntity-Miscellanies: Meine lieben Kolleginnen |frequenzy: 3
NamedEntity-Miscellanies: Ihres Ministeriums |frequenzy: 3
NamedEntity-Miscellanies: Kreditwesengesetz |frequenzy: 3
NamedEntity-Miscellanies: Gemeindeverkehrsfinanzierungsgesetz |frequenzy: 3
NamedEntity-Miscellanies: russisches |frequenzy: 3
NamedEntity-Miscellanies: AfDler |frequenzy: 3
NamedEntity-Miscellanies: Erasmus+ |frequenzy: 3
NamedEntity-Miscellanies: Gigabit-Gesellschaft |frequenzy: 3
NamedEntity-Miscellanies: GminderWilhelm |frequenzy: 3
NamedEntity-Miscellanies: Eurofighter |frequenzy: 3
NamedEntity-Miscellanies: MüllerVolker |frequenzy: 3
NamedEntity-Miscellanies: gesetzgeberische |frequenzy: 3
NamedEntity-Miscellanies: Arbeitslosengeld I |frequenzy: 3
NamedEntity-Miscellanies: Englischen |frequenzy: 3
NamedEntity-Miscellanies: Europäischer |frequenzy: 3
NamedEntity-Miscellanies: Brosamen |frequenzy: 3
NamedEntity-Miscellanies: Spitzenverdienern |frequenzy: 3
NamedEntity-Miscellanies: Russisch |frequenzy: 3
NamedEntity-Miscellanies: bestenfalls |frequenzy: 3
NamedEntity-Miscellanies: Windräder |frequenzy: 3
NamedEntity-Miscellanies: Plattdeutsch |frequenzy: 3
NamedEntity-Miscellanies: Big Data |frequenzy: 3
NamedEntity-Miscellanies: Dr Klaus-PeterSchulzeCDU/ |frequenzy: 3
NamedEntity-Miscellanies: FDP- |frequenzy: 3
NamedEntity-Miscellanies: WagnerBeate |frequenzy: 3
NamedEntity-Miscellanies: westafrikanischen |frequenzy: 3
NamedEntity-Miscellanies: Plenum  |frequenzy: 3
NamedEntity-Miscellanies: Solo-Selbstständigen |frequenzy: 3
NamedEntity-Miscellanies: Regierungsentwurfs |frequenzy: 3
NamedEntity-Miscellanies: FFP2-Masken |frequenzy: 3
NamedEntity-Miscellanies: Das weiß ich |frequenzy: 3
NamedEntity-Miscellanies: Bundesnotbremse |frequenzy: 3
NamedEntity-Miscellanies: Kernforderungen |frequenzy: 3
NamedEntity-Miscellanies: Dr BirkeBull-BischoffDIE LINKEDr |frequenzy: 3
NamedEntity-Miscellanies: Revolution von 1989 |frequenzy: 3
NamedEntity-Miscellanies: Joint |frequenzy: 3
NamedEntity-Miscellanies: Im Jahr 2000 |frequenzy: 3
NamedEntity-Miscellanies: 100 Jahre |frequenzy: 3
NamedEntity-Miscellanies: Braunkohleausstieg |frequenzy: 3
NamedEntity-Miscellanies: Ballungsgebieten |frequenzy: 3
NamedEntity-Miscellanies: Einiges |frequenzy: 3
NamedEntity-Miscellanies: im Jahr |frequenzy: 3
NamedEntity-Miscellanies: regierungskritische |frequenzy: 3
NamedEntity-Miscellanies: Meinungspluralismus |frequenzy: 3
NamedEntity-Miscellanies: Mein Gott |frequenzy: 3
NamedEntity-Miscellanies: Operation Active Endeavour |frequenzy: 3
